시장명,지자체,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
해미시장,충남서산시,해미면,상설장,90,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.71108862,126.5455129,4,445,143095,321,1,1,1,1,1,1,1,100,1,1,1,1
해미종합시장,충남서산시,해미면,상설장,46,매일,"가공식품,음식점업,기타소매업",Y,Y,36.71129701,126.5464938,4,445,143095,321,1,1,1,1,1,1,1,100,1,1,2,2
서천특화시장,충남서천군,서천읍,5일장,280,2일+7일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,36.07502119,126.6868202,2,381,39876,104,1,1,1,1,1,1,1,100,1,1,1,1
장항전통시장,충남서천군,장항읍,상설장,101,매일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,36.01556066,126.6945719,2,381,39876,104,1,1,1,1,1,1,1,80,1,1,1,2
둔포전통시장(둔포시장),충남아산시,둔포면,상설장+5일장,89,2일+7일,"축산물,수산물,가정용품,음식점업,기타소매업",Y,Y,36.92947905,127.0360401,2,530,290034,547,1,2,1,1,1,1,1,75,1,1,2,2
온양온천시장(온양전통시장),충남아산시,온양1동,상설장+5일장,441,4일+9일,"농산물,축산물,수산물,가공식품",Y,Y,36.7832919,127.0042322,2,530,290034,547,1,1,1,1,1,1,1,100,1,1,1,2
고덕시장,충남예산군,고덕면,상설장+5일장,30,3일+8일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.7439262,126.7052143,7,667,63182,94,1,2,1,1,2,2,2,100,2,1,2,2
삽교시장,충남예산군,삽교읍,5일장,28,2일+7일,기타소매업,Y,Y,36.68729706,126.7407255,7,667,63182,94,1,2,1,2,2,2,2,50,2,1,2,2
역전시장,충남예산군,예산읍,상설장+5일장,39,3일+8일,"농산물,축산물,수산물,가정용품,기타소매업",Y,Y,36.68704202,126.829752,7,667,63182,94,1,1,1,1,1,1,1,100,1,1,1,2
예산상설시장,충남예산군,예산읍,상설장+5일장,110,5일+10일,"농산물,축산물,가공식품,음식점업",Y,Y,36.67723471,126.8494508,7,667,63182,94,1,2,1,1,1,1,1,100,1,1,1,2
예산시장,충남예산군,예산읍,5일장,400,5일+10일,"농산물,수산물",Y,Y,36.67723471,126.8494508,7,667,63182,94,1,2,2,1,2,2,2,0,2,1,1,2
천안중앙시장(구 남산중앙시장),충남천안시,중앙동,상설장,400,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,36.80072079,127.1493019,3,680,218331,321,1,1,1,1,1,1,1,98,1,1,1,2
병천시장,충남천안시,병천면,상설장+5일장,150,1일+6일,"농산물,의류/신발,가정용품,음식점업",Y,Y,36.76242249,127.298161,3,680,218331,321,1,1,1,1,1,1,2,10,1,1,2,2
성정시장,충남천안시,성정1동,상설장,62,매일,"농산물,축산물,가공식품,기타소매업",Y,Y,36.81266572,127.1392116,2,112,345184,3082,1,1,1,1,1,1,1,100,1,1,1,1
성환이화시장,충남천안시,성환읍,5일장,50,1일+6일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.91810627,127.1309131,2,112,345184,3082,1,2,1,1,2,2,2,90,1,1,2,2
천안역전시장,충남천안시,중앙동,상설장,130,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,36.80990757,127.1489083,3,680,218331,321,1,1,1,1,1,1,1,80,1,1,1,2
정산시장,충남청양군,정산면,상설장+5일장,58,5일+10일,"축산물,의류/신발,가정용품,음식점업,기타소매업",Y,Y,36.41059417,126.9480176,2,193,23275,120,1,1,1,1,1,1,1,100,1,1,1,2
청양전통시장,충남청양군,청양읍,상설장+5일장,135,2일+7일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.45048661,126.8018456,2,193,23275,120,1,1,1,1,1,1,1,100,1,1,1,1
안면도수산시장(안면도장터),충남태안군,안면읍,상설장,33,매일,"수산물,가공식품",Y,Y,36.51635574,126.3460081,3,319,48649,152,1,1,1,1,1,1,1,100,1,1,1,1
태안서부시장,충남태안군,태안읍,상설장,146,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,36.75319258,126.296659,3,319,48649,152,1,1,1,1,1,1,1,100,1,1,1,2
태안동부시장(태안특산물전통시장),충남태안군,태안읍,상설장+5일장,140,3일+8일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,36.75224265,126.2990268,3,319,48649,152,1,1,1,1,1,1,1,100,1,1,1,2
갈산정기시장,충남홍성군,갈산면,5일장,85,3일+8일,"수산물,음식점업",Y,Y,36.60369791,126.5505543,5,737,81958,111,1,1,1,1,1,1,1,100,1,1,1,2
광천전통시장,충남홍성군,광천읍,상설장+5일장,175,4일+9일,"농산물,축산물,수산물",Y,Y,36.49983774,126.6252464,5,737,81958,111,1,1,1,1,1,1,1,100,1,1,1,2
홍성상설시장,충남홍성군,홍성읍,상설장,96,매일,"농산물,축산물,수산물",Y,Y,36.59973844,126.6637088,5,737,81958,111,1,1,1,1,1,1,1,98,1,1,1,2
홍성전통시장,충남홍성군,홍성읍,상설장+5일장,220,1일+6일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,36.60215126,126.6680232,5,737,81958,111,1,1,1,1,1,1,1,80,1,1,1,1
고창전통시장,전북고창군,고창읍,상설장+5일장,75,3일+8일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,35.43266573,126.6987711,6,276,40524,146,1,1,1,1,1,1,1,100,1,1,1,2
대산전통시장,전북고창군,대산면,5일장,70,2일+7일,"농산물,수산물,의류/신발",Y,Y,35.34010712,126.5989791,6,276,40524,146,1,2,1,1,1,1,1,100,2,1,1,2
무장전통시장,전북고창군,무장면,5일장,25,5일+10일,"농산물,수산물,의류/신발",Y,Y,35.41442839,126.560604,6,276,40524,146,1,2,1,1,1,2,2,50,1,1,1,2
상하전통시장,전북고창군,상하면,5일장,33,1일+6일,"농산물,수산물",Y,Y,35.44408963,126.4917533,6,276,40524,146,1,2,1,1,2,2,2,100,2,1,1,2
해리전통시장,전북고창군,해리면,5일장,48,4일+9일,"농산물,수산물,의류/신발",Y,Y,35.45865577,126.5422036,6,276,40524,146,1,2,1,1,1,2,2,100,1,1,1,2
흥덕전통시장,전북고창군,흥덕면,5일장,25,4일+9일,"농산물,축산물,수산물,기타소매업",Y,Y,35.52059009,126.7002295,6,276,40524,146,1,2,1,1,1,1,1,100,1,1,1,2
군산공설시장,전북군산시,중앙동,상설장,285,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.98317106,126.7203245,7,784,219510,279,1,1,1,1,1,1,1,1,1,1,1,1
군산수산물종합센터,전북군산시,해신동,상설장,150,매일,"수산물,가공식품,기타소매업",Y,Y,35.99398528,126.7047418,7,784,219510,279,1,1,1,1,1,1,2,10,1,1,1,1
군산신영시장,전북군산시,중앙동,상설장,82,매일,"농산물,수산물",Y,Y,35.98561509,126.72012,7,784,219510,279,1,1,1,1,1,1,1,80,1,1,1,2
군산주공시장,전북군산시,나운1동,상설장,43,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.9657729,126.6954398,7,784,219510,279,1,2,1,1,1,1,1,50,1,1,1,2
대야전통시장,전북군산시,대야면,5일장,53,1일+6일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,35.9448551,126.8160847,7,784,219510,279,1,2,1,1,1,1,1,100,1,1,2,2
명산시장,전북군산시,월명동,상설장,72,매일,"축산물,수산물,가공식품,기타소매업",Y,Y,35.98375164,126.7095145,7,784,219510,279,1,2,1,1,1,1,1,100,1,1,1,2
역전종합시장,전북군산시,흥남동,상설장,99,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.98098947,126.7203708,7,784,219510,279,1,1,1,1,1,1,1,100,1,1,1,2
금만시장,전북김제시,요촌동,상설장,80,매일,"의류/신발,음식점업,기타소매업",Y,Y,35.80014317,126.8864204,4,243,60512,249,1,2,1,1,2,1,1,100,1,1,2,2
김제전통시장,전북김제시,요촌동,상설장+5일장,75,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.80162083,126.8837192,4,243,60512,249,1,1,1,1,1,1,1,100,1,1,1,2
역전시장,전북김제시,신풍동,상설장,55,매일,"농산물,수산물,의류/신발,기타소매업",Y,Y,35.79317041,126.9015965,4,243,60512,249,1,2,1,1,1,1,1,100,1,1,2,2
원평공설시장(김제원평시장),전북김제시,금산면,상설장+5일장,33,4일+9일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.71406357,126.9947325,4,243,60512,249,1,2,1,1,2,2,1,100,1,1,2,2
남원공설시장,전북남원시,금동,상설장+5일장,135,4일+9일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.40461666,127.3758683,3,286,59722,208,1,1,1,1,1,1,1,90,1,1,1,2
남원인월시장,전북남원시,인월면,5일장,45,3일+8일,"농산물,수산물,가공식품,가정용품,기타소매업",Y,Y,35.46153231,127.6020919,3,286,59722,208,1,1,1,1,1,1,1,90,1,1,1,2
용남시장,전북남원시,죽항동,상설장,106,매일,"농산물,수산물,의류/신발,음식점업",Y,Y,35.40710501,127.3767656,3,286,59722,208,1,1,1,1,1,1,1,50,1,1,1,2
무주시장(반딧불장터),전북무주군,무주읍,5일장,47,1일+6일,"농산물,의류/신발,가정용품,음식점업,기타소매업",Y,Y,36.00465093,127.6535323,4,100,17238,172,1,1,1,1,1,1,1,100,1,1,1,2
무풍시장(대덕산장터),전북무주군,무풍면,5일장,10,3일+8일,"농산물,가공식품",Y,Y,35.96945323,127.8487939,4,100,17238,172,1,1,1,1,1,1,1,100,1,1,1,2
설천시장(삼도봉장터),전북무주군,설천면,5일장,13,2일+7일,"농산물,의류/신발,음식점업,기타소매업,근린생활서비스업",Y,Y,36.00990457,127.788019,4,100,17238,172,1,2,1,1,1,1,1,100,2,1,1,2
안성시장(덕유산장터),전북무주군,안성면,5일장,30,5일+10일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.86656734,127.6537555,4,100,17238,172,1,1,1,1,1,1,2,100,1,1,1,2
부안상설시장,전북부안군,부안읍,상설장,190,매일,"수산물,의류/신발,기타소매업",Y,Y,35.72710128,126.7329521,2,220,36172,164,1,1,1,1,1,1,1,100,1,1,1,2
줄포시장,전북부안군,줄포면,상설장+5일장,30,1일+6일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.58760094,126.676855,2,220,36172,164,1,1,1,1,1,1,1,100,1,1,1,2
동계시장,전북순창군,동계면,5일장,17,2일+7일,"농산물,수산물,기타소매업",Y,Y,35.43954157,127.2398056,3,179,18995,106,1,2,1,1,1,2,2,70,2,1,1,2
복흥시장,전북순창군,복흥면,5일장,12,3일+8일,"농산물,가공식품,의류/신발",Y,Y,35.43184326,126.9327555,3,179,18995,106,1,1,1,1,1,2,2,100,2,1,2,2
순창시장,전북순창군,순창읍,5일장,150,1일+6일,"농산물,수산물,의류/신발,기타소매업",Y,Y,35.37186989,127.1450594,3,179,18995,106,1,2,1,1,1,1,2,100,1,1,1,2
고산미소시장,전북완주군,고산면,상설장,32,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.97407542,127.2054123,3,125,70719,565,1,1,1,1,1,1,2,100,1,1,2,2
봉동시장,전북완주군,봉동읍,상설장+5일장,33,5일+10일,"농산물,가공식품,의류/신발,가정용품,음식점업",Y,Y,35.93872172,127.1670715,3,125,70719,565,1,1,1,1,1,1,1,100,1,1,1,2
삼례시장,전북완주군,삼례읍,상설장,60,매일,"농산물,가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.91050259,127.0736728,3,125,70719,565,1,1,1,1,1,1,2,100,1,1,2,1
매일시장,전북익산시,중앙동,상설장,57,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,35.94039785,126.949674,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
북부시장,전북익산시,남중동,상설장+5일장,168,4일+9일,"농산물,수산물,의류/신발",Y,Y,35.94820666,126.9565937,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
서동시장,전북익산시,중앙동,상설장,62,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.94270522,126.9505513,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
익산 구시장,전북익산시,인화동,상설장,91,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,35.93153044,126.9523413,10,938,223610,238,1,1,1,1,1,1,2,100,1,1,2,1
익산금마시장,전북익산시,금마면,상설장+5일장,40,2일+7일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,35.99218304,127.0534253,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
익산남부시장,전북익산시,인화동,상설장,55,매일,"가공식품,기타소매업",Y,Y,35.93194533,126.9533793,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
익산장(익산북부장),전북익산시,남중동,상설장+5일장,250,4일+9일,"농산물,축산물,수산물",Y,Y,35.95122845,126.9566254,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
중앙시장,전북익산시,중앙동,상설장,137,매일,"농산물,가공식품,의류/신발,기타소매업",Y,Y,35.94206031,126.9497333,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
함열시장,전북익산시,함열읍,상설장+5일장,23,2일+7일,"농산물,가공식품,음식점업,기타소매업",Y,Y,36.08082852,126.9585224,10,938,223610,238,1,1,1,1,1,1,1,100,1,1,1,2
황등시장,전북익산시,황등면,상설장+5일장,55,5일+10일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.9994343,126.9523885,10,938,223610,238,1,1,1,1,1,1,1,0,1,1,1,2
강진시장,전북임실군,강진면,상설장+5일장,23,2일+7일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.52906902,127.161038,4,143,17146,119,1,1,1,1,1,1,2,0,1,1,1,2
관촌시장,전북임실군,관촌면,5일장,34,5일+10일,"농산물,의류/신발,음식점업,기타소매업,근린생활서비스업",Y,Y,35.67878053,127.2676801,4,143,17146,119,1,1,1,1,1,1,1,100,1,1,1,1
오수시장,전북임실군,오수면,상설장,19,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.5384383,127.3266517,4,143,17146,119,1,2,1,1,1,2,2,60,1,1,1,2
임실시장,전북임실군,임실읍,상설장+5일장,67,1일+6일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.61445105,127.2827109,4,143,17146,119,1,1,1,1,1,1,1,100,1,1,1,1
산서시장,전북장수군,산서면,5일장,31,2일+7일,"농산물,수산물,의류/신발,음식점업",Y,Y,35.58449451,127.3958895,3,108,15450,143,1,2,1,1,1,1,2,100,1,1,1,2
장계시장,전북장수군,장계면,5일장,44,3일+8일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.72943841,127.5822721,3,108,15450,143,1,2,1,1,1,1,2,90,1,1,1,2
장수시장,전북장수군,장수읍,5일장,33,5일+10일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.64910245,127.5174723,3,108,15450,143,1,1,1,1,1,2,2,100,1,1,1,2
모래내시장(전주),전북전주시,인후2동,상설장,210,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.83356733,127.1438722,1,210,266118,1267,1,2,1,1,1,1,1,100,1,1,1,2
전주남부시장,전북전주시,풍남동,상설장,327,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.81278642,127.1475371,4,1031,287436,278,1,1,1,1,1,1,1,100,1,1,1,2
전주신중앙시장(신중앙시장),전북전주시,중앙동,상설장,168,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.82412315,127.1434822,4,1031,287436,278,1,1,1,1,1,1,1,100,1,1,1,2
전주중앙상가,전북전주시,중앙동,상설장,386,매일,"가공식품,의류/신발,가정용품,음식점업,근린생활서비스",Y,Y,35.82522552,127.1424578,4,1031,287436,278,1,1,1,1,1,1,1,20,1,1,1,1
서부시장상점가(서부시장 통합),전북전주시,효자1동,상설장,150,매일,"농산물,가공식품",Y,Y,35.8052372,127.1266628,4,1031,287436,278,1,1,1,1,1,1,1,100,1,1,2,2
샘고을시장,전북정읍시,시기동,상설장,322,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,35.56288819,126.8551058,3,417,84698,203,1,1,1,1,1,1,1,100,1,1,1,2
신태인시장,전북정읍시,신태인읍,상설장+5일장,48,3일+8일,"농산물,가공식품",Y,Y,35.68472097,126.8878619,3,417,84698,203,1,1,1,1,1,1,1,100,1,1,1,1
정읍연지시장(정읍제2시장),전북정읍시,연지동,상설장,47,매일,"농산물,음식점업,기타소매업",Y,Y,35.57302603,126.8469003,3,417,84698,203,1,1,1,1,1,1,2,100,1,1,1,2
진안고원시장,전북진안군,진안읍,상설장+5일장,68,4일+9일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.79263321,127.4294238,1,68,16836,247,1,1,1,1,1,1,1,70,1,1,1,1
강진읍시장,전남강진군,강진읍,상설장+5일장,84,4일+9일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,34.6403433,126.7741164,3,175,25189,143,1,1,1,1,1,1,1,100,1,1,1,1
마량5일시장,전남강진군,마량면,5일장,78,3일+8일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,34.45096394,126.8165926,3,175,25189,143,1,2,1,1,1,1,2,90,1,1,1,2
병영5일시장,전남강진군,병영면,상설장+5일장,13,3일+8일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.7138022,126.815555,3,175,25189,143,1,2,1,1,2,2,2,100,1,1,1,2
고흥전통시장,전남고흥군,고흥읍,상설장+5일장,121,4일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.60835694,127.2866005,5,267,47361,177,1,1,1,1,1,1,1,100,1,1,1,2
과역전통시장,전남고흥군,과역면,상설장+5일장,35,5일+10일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,34.67945246,127.3622598,5,267,47361,177,1,2,1,1,1,1,2,100,1,1,1,2
녹동전통시장,전남고흥군,도양읍,상설장+5일장,72,3일+8일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.52787725,127.1383371,5,267,47361,177,1,1,1,1,1,1,1,50,1,1,1,2
도화전통시장,전남고흥군,도화면,5일장,14,3일+8일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,34.50979227,127.3218805,5,267,47361,177,1,2,1,1,2,1,2,100,1,1,1,2
동강전통시장,전남고흥군,동강면,5일장,25,1일+6일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.78056847,127.3348419,5,267,47361,177,1,2,1,1,2,2,2,30,2,1,1,2
곡성기차마을전통시장,전남곡성군,곡성읍,5일장,151,3일+8일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.27976851,127.2984376,3,239,19510,81,1,1,1,1,1,1,1,80,1,1,1,2
석곡전통시장,전남곡성군,석곡면,5일장,48,5일+10일,"농산물,수산물,의류/신발,기타소매업",Y,Y,35.13294446,127.2540939,3,239,19510,81,1,1,1,1,1,1,1,100,1,1,1,2
옥과5일시장,전남곡성군,옥과면,5일장,40,4일+9일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.27590288,127.1379527,3,239,19510,81,1,2,1,1,2,2,2,100,1,1,1,2
광양5일시장,전남광양시,광양읍,5일장,99,1일+6일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.9711607,127.5904533,5,358,115460,322,1,1,1,1,1,1,1,100,1,1,1,2
광양매일시장,전남광양시,광양읍,상설장,75,매일,"농산물,축산물,수산물",Y,Y,34.97580974,127.5851567,5,358,115460,322,1,2,1,1,1,2,2,100,1,1,1,2
광영상설시장,전남광양시,광영동,상설장,42,매일,"농산물,축산물,수산물,기타소매업",Y,Y,34.96144588,127.7203697,5,358,115460,322,1,1,1,1,1,1,1,70,1,1,1,2
옥곡5일시장,전남광양시,옥곡면,5일장,62,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,34.98850348,127.7002397,5,358,115460,322,1,1,1,1,1,1,1,100,1,1,1,2
중마시장,전남광양시,중마동,상설장,80,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,34.93820312,127.6988496,5,358,115460,322,1,1,1,1,1,1,1,100,1,1,1,2
구례5일시장,전남구례군,구례읍,5일장,163,3일+8일,"농산물,축산물,가공식품",Y,Y,35.21015153,127.4700805,3,224,18095,80,1,2,1,1,1,1,2,100,1,1,1,2
구례상설시장,전남구례군,구례읍,상설장,39,매일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,35.20962446,127.4657567,3,224,18095,80,1,1,1,1,1,1,1,100,2,1,1,2
나주목사고을시장,전남나주시,금남동,상설장+5일장,129,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.03624619,126.7237675,4,290,88291,304,1,1,1,1,1,1,1,100,1,1,1,2
남평5일시장,전남나주시,남평읍,5일장,42,1일+6일,"농산물,의류/신발",Y,Y,35.04582181,126.8415403,4,290,88291,304,1,2,1,1,1,1,1,100,2,1,1,2
다시5일시장,전남나주시,다시면,5일장,24,3일+8일,"농산물,수산물,의류/신발,가정용품",Y,Y,35.01610434,126.6357736,4,290,88291,304,1,1,1,1,1,1,1,100,2,1,2,2
영산포풍물시장,전남나주시,이창동,5일장,95,5일+10일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.99199963,126.7072673,4,290,88291,304,1,1,1,1,1,1,2,100,1,1,1,2
창평전통시장,전남담양군,창평면,5일장,48,5일+10일,"농산물,수산물,가공식품,음식점업,기타소매업",Y,Y,35.23810681,127.0149068,1,48,33363,695,1,2,1,1,1,1,1,100,1,1,1,2
목포종합수산시장,전남목포시,동명동,상설장,131,매일,"수산물,가공식품,기타소매업",Y,Y,34.78777034,126.3898732,7,865,177888,205,1,1,1,1,1,1,2,90,1,1,1,2
신중앙시장,전남목포시,원산동,상설장,144,매일,"농산물,수산물,가정용품,음식점업,기타소매업",Y,Y,34.81025503,126.3775244,7,865,177888,205,1,1,1,1,1,1,2,90,1,1,1,2
자유시장,전남목포시,삼학동,상설장,168,매일,"농산물,축산물,수산물,기타소매업,근린생활서비스",Y,Y,34.79296436,126.4030678,7,865,177888,205,1,1,1,1,1,1,2,100,1,1,1,2
중앙먹통시장,전남목포시,목원동,상설장,91,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,34.79404573,126.3817906,7,865,177888,205,1,1,1,1,1,1,2,95,1,1,1,2
청호시장,전남목포시,하당동,상설장,166,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,34.81538137,126.424593,7,865,177888,205,1,1,1,1,1,1,1,70,1,1,1,2
항동시장,전남목포시,만호동,상설장,127,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,34.78519388,126.3861265,7,865,177888,205,1,1,1,1,1,1,2,100,1,1,1,2
무안전통시장,전남무안군,무안읍,상설장+5일장,64,4일+9일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,34.99348701,126.4724275,2,78,61193,784,1,1,1,1,1,1,1,100,1,1,1,1
일로전통시장,전남무안군,일로읍,5일장,14,1일+6일,"농산물,수산물,의류/신발,가정용품",Y,Y,34.84753508,126.4943346,2,78,61193,784,1,2,1,1,1,1,2,0,1,1,1,2
녹차골보성향토시장(보성읍5일시장),전남보성군,보성읍,상설장+5일장,98,2일+7일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,34.76564893,127.0772318,6,325,29087,89,1,1,1,1,1,1,1,80,1,1,1,2
벌교5일시장,전남보성군,벌교읍,상설장+5일장,57,4일+9일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.84493765,127.3450787,6,325,29087,89,1,2,1,1,1,1,1,80,1,1,1,2
벌교매일시장,전남보성군,벌교읍,상설장,90,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.84301489,127.3459933,6,325,29087,89,1,2,1,1,2,2,2,100,1,1,1,2
보성매일시장,전남보성군,보성읍,상설장,30,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.76817999,127.0806187,6,325,29087,89,1,1,1,1,1,1,1,100,1,1,1,2
복내5일시장,전남보성군,복내면,5일장,25,4일+9일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,34.89370035,127.1331411,6,325,29087,89,1,2,1,1,1,2,2,60,2,1,2,2
조성5일시장,전남보성군,조성면,5일장,25,3일+8일,"농산물,수산물,의류/신발,가정용품,음식점업",Y,Y,34.80647859,127.2452772,6,325,29087,89,1,1,1,1,1,2,2,80,1,1,1,2
괴목시장,전남순천시,황전면,5일장,57,4일+9일,"농산물,수산물,가공식품",Y,Y,35.10242889,127.4282501,7,716,224711,313,1,2,1,1,2,1,2,100,1,1,2,2
순천시아랫장(순천아랫장),전남순천시,풍덕동,상설장+5일장,206,2일+7일,"농산물,수산물,가공식품,가정용품,기타소매업",Y,Y,34.94514679,127.49609,7,716,224711,313,1,1,1,1,1,1,1,100,2,1,1,2
승주시장,전남순천시,승주읍,5일장,21,1일+6일,"농산물,수산물,음식점업",Y,N,35.01567526,127.3894901,7,716,224711,313,1,2,1,1,2,2,2,100,2,1,2,2
역전시장,전남순천시,덕연동,상설장,202,매일,"농산물,축산물,수산물",Y,Y,34.94374807,127.503331,7,716,224711,313,1,1,1,1,1,1,1,95,1,1,1,2
웃장,전남순천시,중앙동,상설장+5일장,158,5일+10일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,34.95864578,127.4850341,7,716,224711,313,1,1,1,1,1,1,1,100,1,1,2,2
중앙시장,전남순천시,중앙동,상설장,32,매일,"농산물,축산물,수산물,가공식품",Y,Y,34.95326231,127.4846025,7,716,224711,313,1,1,1,1,1,1,1,100,1,1,2,1
중앙시장,전남순천시,중앙동,상설장,32,매일,"농산물,축산물,수산물,가공식품",Y,Y,34.95326231,127.4846025,7,716,224711,313,1,1,1,1,1,1,1,100,1,1,2,2
중앙시장,전남여수시,중앙동,상설장,131,매일,"의류/신발,음식점업",Y,Y,34.74059589,127.7325649,14,1443,218317,151,1,1,1,1,1,1,1,100,1,1,2,1
중앙시장,전남여수시,중앙동,상설장,131,매일,"의류/신발,음식점업",Y,Y,34.74059589,127.7325649,14,1443,218317,151,1,1,1,1,1,1,1,100,1,1,2,2
지도시장,전남신안군,지도읍,5일장,60,3일+8일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.05881564,126.2069818,1,60,23059,384,1,2,1,1,1,1,1,100,1,1,1,2
(주)서시장,전남여수시,서강동,상설장,209,매일,"수산물,가공식품,의류/신발,가정용품,기타소매업",Y,Y,34.74179248,127.7286157,14,1443,218317,151,1,1,1,1,1,1,1,100,1,1,1,1
교동시장,전남여수시,중앙동,상설장,78,매일,"농산물,축산물,수산물,가공식품",Y,N,34.73912772,127.7301293,14,1443,218317,151,1,1,1,1,1,1,1,100,1,1,1,2
덕양시장,전남여수시,소라면,상설장,17,매일,기타소매업,Y,Y,34.79796244,127.6320109,14,1443,218317,151,1,2,1,1,2,2,2,100,2,1,2,2
