시장명,지자체,행정동명,위치위도,위치경도,상점수,가맹점수,가맹률
도마큰시장,대전서구,도마1동,36.31580602,127.3813666,465,271,58.27956989
도원시장,대구달서구,도원동,35.8075801,128.5367189,54,14,25.92592593
도일시장,경기시흥시,군자동,37.339515,126.7840757,56,39,69.64285714
돈암시장,서울성북구,삼선동,37.5916663,127.0157124,106,109,102.8301887
동곡공설시장,경북청도군,금천면,35.69206183,128.8910766,63,7,11.11111111
동남상가,서울영등포구,영등포동,37.52059746,126.9056598,73,5,6.849315068
동대구시장,대구북구,대현동,35.88107854,128.6090909,83,10,12.04819277
동대구신시장,대구북구,대현동,35.88219144,128.6097908,103,69,66.99029126
동대구역전시장,대구동구,신천3동,35.87430058,128.6205677,35,12,34.28571429
동대문종합시장,서울종로구,종로5.6가동,37.57070649,127.0073287,4300,55,1.279069767
동대신1동골목시장,부산서구,동대신1동,35.11030807,129.0191909,50,11,22
동두천제일시장,경기동두천시,중앙동,37.90517392,127.0522232,47,4,8.510638298
동두천큰시장,경기동두천시,생연2동,37.90049061,127.0520741,104,85,81.73076923
동마산시장,경남창원시,합성2동,35.24003661,128.5875449,130,43,33.07692308
동문시장㈜,서울종로구,창신1동,37.57051095,127.011128,320,74,23.125
동방시장,부산수영구,민락동,35.15912351,129.1212751,30,1,3.333333333
동부시장,서울동대문구,답십리1동,37.56757575,127.0522092,30,61,203.3333333
동부시장,인천동구,송림6동,37.47699808,126.6452481,54,61,112.962963
동부시장,광주북구,중흥3동,35.17388593,126.916337,35,61,174.2857143
동부시장,충남보령시,대천1동,36.34936363,126.597,57,61,107.0175439
동부시장,인천동구,송림6동,37.47748725,126.6461237,279,61,21.86379928
동부종합상가,경남진주시,상대동,35.18704474,128.1162092,68,6,8.823529412
동산상가,대구중구,대신동,35.86895466,128.5817199,816,568,69.60784314
동서시장,서울동대문구,제기동,37.57972596,127.0412215,43,103,239.5348837
동서시장,대구동구,신암5동,35.88820415,128.6333701,82,103,125.6097561
동성시장,대구수성구,수성2.3가동,35.85565852,128.6169564,99,6,6.060606061
동성타워프라자,서울중랑구,신내1동,37.6080276,127.0972055,83,9,10.84337349
동송시장,강원철원군,동송읍,38.20880978,127.218876,39,33,84.61538462
동송전통시장,강원철원군,동송읍,38.2089011,127.2192783,142,68,47.88732394
동신종합시장,경기성남시,수내2동,37.37062313,127.1229661,90,5,5.555555556
동울산종합시장,울산동구,전하2동,35.50883074,129.4254286,68,107,157.3529412
동원전통종합시장,서울중랑구,면목본동,37.5898242,127.092107,127,130,102.3622047
동진시장,서울마포구,연남동,37.56237655,126.9267634,19,1,5.263157895
동평새시장,부산부산진구,당감1동,35.16666694,129.0408872,65,13,20
동해남부재래시장,강원동해시,북삼동,37.48761131,129.1035481,208,73,35.09615385
두류신시장,대구달서구,성당동,35.84527483,128.5462249,82,12,14.63414634
두류종합시장,대구달서구,성당동,35.84549251,128.5451423,110,23,20.90909091
두암시장,광주북구,두암1동,35.1715782,126.9293897,37,12,32.43243243
두호1시장,경북포항시,우창동,36.06174372,129.36936,43,13,30.23255814
둔촌역전통시장,서울강동구,성내3동,37.52805886,127.1349692,125,101,80.8
등마루시장,서울강서구,등촌1동,37.55666003,126.8602651,60,1,1.666666667
뚝도시장,서울성동구,성수2가1동,37.53780064,127.054827,133,34,25.56390977
롯데종합상가,경남창원시,용지동,35.2340375,128.685432,75,2,2.666666667
마로관기시장(관기재래시장),충북보은군,마로면,36.43524313,127.8175961,40,14,35
마산수산시장,경남창원시,오동동,35.20181664,128.5789097,240,135,56.25
마산어시장,경남창원시,오동동,35.20376172,128.578956,669,492,73.5426009
마산역번개시장,경남창원시,석전동,35.2357753,128.5787978,79,46,58.2278481
마장축산물시장,서울성동구,마장동,37.57068248,127.0412753,1900,403,21.21052632
마천시장,서울송파구,마천2동,37.49808049,127.1506963,69,47,68.11594203
마천시장,경남창원시,웅동1동,35.12538771,128.7828095,24,47,195.8333333
마천전통시장,경남함양군,마천면,35.3956493,127.6626812,11,1,9.090909091
마천중앙시장,서울송파구,마천2동,37.4984143,127.1513355,139,128,92.08633094
마포농수산물시장,서울마포구,성산2동,37.56519935,126.8984828,121,105,86.7768595
마포시장,서울마포구,공덕동,37.54539208,126.9533186,90,8,8.888888889
만덕2동제일상가시장,부산북구,만덕2동,35.20223944,129.0361289,47,12,25.53191489
만덕시장,부산북구,만덕1동,35.21449706,129.0353711,47,17,36.17021277
만물의거리시장,부산중구,광복동,35.10148926,129.0285474,77,25,32.46753247
만수시장,인천남동구,만수2동,37.45998255,126.732151,68,57,83.82352941
말바우시장,광주북구,우산동,35.17297793,126.9213607,515,405,78.6407767
망미삼성상가시장,부산수영구,망미1동,35.16860867,129.1008259,20,1,5
망미새상가시장,부산수영구,망미1동,35.17361624,129.1007557,32,3,9.375
망미종합시장,부산수영구,망미1동,35.17180242,129.1035626,18,1,5.555555556
망미중앙시장,부산수영구,망미2동,35.17236834,129.1093334,106,83,78.30188679
망원동월드컵시장,서울마포구,망원2동,37.55873145,126.9050809,50,44,88
망원시장,서울마포구,망원1동,37.55715742,126.9059941,79,81,102.5316456
매산시장,경기수원시,매산동,37.26457142,127.0033544,103,63,61.16504854
매포전통시장(매포재래시장),충북단양군,매포읍,37.03422045,128.2990703,62,48,77.41935484
면목골목시장,서울중랑구,면목7동,37.57748534,127.0844361,93,24,25.80645161
명곡종합상가,경남창원시,명곡동,35.2484874,128.6462193,92,1,1.086956522
명덕시장,대구남구,대명5동,35.84479575,128.5882688,42,11,26.19047619
명일전통시장,서울강동구,명일1동,37.54953208,127.1449535,90,78,86.66666667
명장시장,부산동래구,명장1동,35.20401286,129.1074835,46,8,17.39130435
명지시장,부산강서구,명지1동,35.11254126,128.931598,115,17,14.7826087
모라전통시장,부산사상구,모라1동,35.18763087,128.9874369,83,50,60.24096386
모란전통기름시장,경기성남시,성남동,37.43090769,127.1280077,120,33,27.5
모란종합시장,경기성남시,성남동,37.43033963,127.1288869,120,25,20.83333333
목2동시장,서울양천구,목2동,37.5460499,126.8738866,96,17,17.70833333
목련시장,대구동구,안심1동,35.86998236,128.7046611,64,33,51.5625
목포종합수산시장,전남목포시,동명동,34.78777034,126.3898732,131,62,47.32824427
목행시장,충북충주시,목행.용탄동,37.01395118,127.9173276,105,28,26.66666667
못골골목시장,부산남구,대연5동,35.13586148,129.0896366,150,96,64
무극시장,충북음성군,금왕읍,36.99267767,127.5960038,119,46,38.65546218
무등시장,광주남구,주월2동,35.13592608,126.8945422,65,78,120
무안전통시장,전남무안군,무안읍,34.99348701,126.4724275,64,54,84.375
무주시장(반딧불장터),전북무주군,무주읍,36.00465093,127.6535323,47,64,136.1702128
문경전통시장,경북문경시,문경읍,36.7355833,128.1074789,80,61,76.25
문경중앙시장,경북문경시,점촌3동,36.60139983,128.2042579,135,131,97.03703704
문막시장,강원원주시,문막읍,37.30603623,127.8153591,71,18,25.35211268
문산자유시장,경기파주시,문산읍,37.85672748,126.7839421,116,87,75
미금현대벤처빌시장,경기성남시,구미1동,37.3492844,127.1117738,123,66,53.65853659
미나리광시장,경기수원시,지동,37.27727659,127.0196391,60,50,83.33333333
미래그린시장,경기성남시,서현2동,37.37341644,127.1380364,98,9,9.183673469
미래타운제2종합시장,경기성남시,서현2동,37.37225503,127.1388711,60,6,10
민락골목시장,부산수영구,민락동,35.15760964,129.1236523,78,69,88.46153846
민락씨랜드시장,부산수영구,민락동,35.15697403,129.1263963,55,30,54.54545455
민락어패류시장,부산수영구,민락동,35.1556955,129.1243511,48,25,52.08333333
민락회타운시장,부산수영구,민락동,35.15516031,129.1186411,45,32,71.11111111
박달재전통시장,충북제천시,백운면,37.13854939,128.0217787,41,24,58.53658537
반구시장,울산중구,반구1동,35.55806103,129.3442422,78,73,93.58974359
반송골목시장,부산해운대구,반송1동,35.22428809,129.1503333,79,32,40.50632911
반송시장,부산해운대구,반송1동,35.22647416,129.14805,22,126,572.7272727
반송시장,경남창원시,반송동,35.23513386,128.6710497,132,126,95.45454545
반야월종합시장,대구동구,안심1동,35.87240606,128.7024484,91,14,15.38461538
반여2동상가시장,부산해운대구,반여2동,35.1960262,129.1290477,85,38,44.70588235
반여3동골목시장,부산해운대구,반여3동,35.19993941,129.1320531,60,32,53.33333333
반여시장,부산해운대구,반여2동,35.1977028,129.1334271,145,17,11.72413793
방산종합시장,서울중구,을지로동,37.56872417,127.0008056,1240,25,2.016129032
방신전통시장,서울강서구,방화1동,37.57150834,126.812647,94,86,91.4893617
방이시장,서울송파구,방이2동,37.50995241,127.1178662,136,120,88.23529412
방천시장,대구중구,대봉1동,35.86223722,128.6059327,70,29,41.42857143
방촌시장,대구동구,방촌동,35.88130152,128.6644272,98,67,68.36734694
방학동도깨비시장,서울도봉구,방학2동,37.66594127,127.0362062,88,94,106.8181818
백련시장,서울서대문구,남가좌2동,37.57700143,126.923101,66,17,25.75757576
백운시장,서울도봉구,쌍문1동,37.65549577,127.0148849,54,22,40.74074074
번개시장,대구중구,성내1동,35.87508929,128.5981311,120,128,106.6666667
벌교5일시장,전남보성군,벌교읍,34.84493765,127.3450787,57,10,17.54385965
벌교매일시장,전남보성군,벌교읍,34.84301489,127.3459933,90,21,23.33333333
범일골목시장,부산동구,범일1동,35.14178489,129.0554918,80,16,20
범한프라자시장,경기성남시,서현2동,37.3716295,127.1394444,87,31,35.63218391
법동시장,대전대덕구,법2동,36.36622464,127.4315733,74,46,62.16216216
병영시장,울산중구,병영1동,35.57055945,129.3462928,65,16,24.61538462
보광시장,서울용산구,보광동,37.52719632,127.0002892,27,10,37.03703704
보령중앙시장,충남보령시,대천2동,36.35108759,126.5932002,117,90,76.92307692
보령한내시장,충남보령시,대천1동,36.34962615,126.5958262,72,86,119.4444444
보성매일시장,전남보성군,보성읍,34.76817999,127.0806187,30,20,66.66666667
보성시장,제주제주시,이도1동,33.50336755,126.5278976,61,26,42.62295082
보수종합시장,부산중구,보수동,35.10421143,129.0218075,72,36,50
보은전통시장,충북보은군,보은읍,36.48430017,127.7201148,49,34,69.3877551
복대가경시장,충북청주시,복대2동,36.62951788,127.4432633,84,67,79.76190476
복이있는덕포시장,부산사상구,덕포1동,35.17128103,128.9822553,175,92,52.57142857
봉곡프라자상가,경남창원시,봉림동,35.24543957,128.6595184,90,40,44.44444444
봉덕시장,대구남구,봉덕1동,35.84571081,128.6036912,70,2,2.857142857
봉덕신시장,대구남구,봉덕1동,35.84510444,128.603414,251,142,56.57370518
봉선시장,광주남구,봉선1동,35.12905105,126.9100024,64,61,95.3125
봉일시장,서울관악구,은천동,37.48592467,126.9383804,24,3,12.5
봉천제일종합시장,서울관악구,청룡동,37.48124954,126.9444156,30,18,60
봉천중앙시장,서울관악구,중앙동,37.48419585,126.9543274,30,6,20
봉천현대시장,서울관악구,은천동,37.48643059,126.946515,32,11,34.375
봉화내성시장,경북봉화군,봉화읍,36.88890469,128.7389555,138,52,37.68115942
봉화상설시장,경북봉화군,봉화읍,36.89013645,128.7355094,136,75,55.14705882
봉화춘양시장(춘양시장),경북봉화군,춘양면,36.93636899,128.913044,134,64,47.76119403
부곡도깨비시장,경기의왕시,부곡동,37.31946613,126.9507058,116,75,64.65517241
부곡상가시장,부산금정구,부곡1동,35.22548538,129.0915165,136,36,26.47058824
부곡시장,경북김천시,대곡동,36.12549303,128.1044451,21,1,4.761904762
부림상시장,경남창원시,오동동,35.2057733,128.5724461,60,6,10
부산남문시장,부산동구,범일2동,35.13592461,129.058687,192,137,71.35416667
부산산업용재유통상가,부산사상구,감전동,35.15328083,128.9809673,841,2,0.237812128
부산산업용품상협동조합,부산사상구,괘법동,35.15975522,128.9804344,1006,11,1.093439364
부산새벽시장,부산사상구,감전동,35.15414273,128.9824317,295,252,85.42372881
부산자갈밭시장,부산중구,남포동,35.09661378,129.0305837,61,36,59.01639344
부산자유시장,부산동구,범일2동,35.14097365,129.0610402,1776,351,19.76351351
부산전자종합시장,부산부산진구,부전1동,35.16375165,129.0624353,135,70,51.85185185
부산진시장,부산동구,범일2동,35.13642339,129.0588362,1070,732,68.41121495
부산평화시장,부산부산진구,범천1동,35.14169728,129.0606748,900,370,41.11111111
부안상설시장,전북부안군,부안읍,35.72710128,126.7329521,190,122,64.21052632
부여시장,충남부여군,부여읍,36.28149441,126.9075581,100,30,30
부여중앙시장,충남부여군,부여읍,36.28191921,126.9121888,72,51,70.83333333
부전기장골목시장,부산부산진구,부전1동,35.16220022,129.0612385,60,20,33.33333333
부전농수산물새벽시장,부산부산진구,부전1동,35.16225251,129.0583022,330,242,73.33333333
부전인삼시장,부산부산진구,부전1동,35.16323429,129.0609058,60,45,75
부천상동시장,경기부천시,중동,37.49235707,126.7642708,132,163,123.4848485
부천자유시장,경기부천시,대산동,37.4841112,126.7799422,277,195,70.39711191
부천한신시장,경기부천시,소사본동,37.47482997,126.7990337,94,81,86.17021277
부평종합시장,인천부평구,부평4동,37.49649796,126.7266188,200,245,122.5
북동공설시장,경남창원시,의창동,35.26618055,128.6206956,45,4,8.888888889
북마산가구시장,경남창원시,오동동,35.2089946,128.5727859,60,42,70
북마산중앙시장,경남창원시,교방동,35.21603536,128.5711735,210,5,2.380952381
북문시장,경북안동시,중구동,36.56852384,128.7326141,84,26,30.95238095
북신전통시장,경남통영시,북신동,34.85415526,128.4275309,137,123,89.7810219
북원상가시장,강원원주시,태장2동,37.38437866,127.9488481,141,8,5.673758865
분당우성시장,경기성남시,서현1동,37.37818238,127.1323819,81,4,4.938271605
분당종합시장,경기성남시,수내3동,37.36718028,127.1267485,44,2,4.545454545
불국시장,경북경주시,불국동,35.77599964,129.3008003,34,4,11.76470588
불로전통시장,대구동구,안심2동,35.87461007,128.6889732,100,42,42
비단길현대시장,서울금천구,시흥1동,37.45772651,126.9048774,228,205,89.9122807
비아5일시장,광주광산구,비아동,35.22135768,126.8252661,52,26,50
사가정시장,서울중랑구,면목3.8동,37.58108117,127.0893792,135,74,54.81481481
사강시장,경기화성시,송산면,37.21330187,126.7360036,352,153,43.46590909
사당시장,서울동작구,사당4동,37.48288276,126.9753375,18,9,50
사상시장,부산사상구,괘법동,35.16665715,128.9855085,205,55,26.82926829
사직시장,부산동래구,사직1동,35.20005591,129.0623187,140,88,62.85714286
사직시장,충북청주시,사직1동,36.63614325,127.4768684,56,88,157.1428571
사천읍시장,경남사천시,사천읍,35.08405911,128.0890111,115,68,59.13043478
사파동성종합상가,경남창원시,사파동,35.21947669,128.7021885,106,24,22.64150943
사하시장,부산사하구,괴정4동,35.0983507,128.986461,80,18,22.5
산격종합시장,대구북구,산격3동,35.89863699,128.6103517,300,31,10.33333333
산수시장,광주동구,산수1동,35.15348678,126.9297328,82,35,42.68292683
산업용재관,대구북구,산격2동,35.90496577,128.6063956,1062,151,14.21845574
산청시장,경남산청군,산청읍,35.41530189,127.8762282,101,31,30.69306931
산호시장,경남창원시,산호동,35.21837357,128.581716,71,5,7.042253521
삼가시장,경남합천군,삼가면,35.41281461,128.122283,96,2,2.083333333
삼구시장,서울영등포구,영등포동,37.52014415,126.9057495,59,5,8.474576271
삼례시장,전북완주군,삼례읍,35.91050259,127.0736728,60,67,111.6666667
삼성시장,대구북구,칠성동,35.8778191,128.6034802,60,58,96.66666667
삼성시장,충북음성군,삼성면,37.01800907,127.4991977,78,58,74.35897436
삼승원남시장(원남재래시장),충북보은군,삼승면,36.39692129,127.7331449,58,2,3.448275862
삼익비치A상가시장,부산수영구,남천2동,35.14375309,129.1153663,110,12,10.90909091
삼익비치B상가시장,부산수영구,남천2동,35.14579319,129.1149654,111,4,3.603603604
삼익패션타운,서울중구,회현동,37.56043529,126.9789566,1062,224,21.09227872
삼척번개시장,강원삼척시,남양동,37.43090508,129.1785784,36,6,16.66666667
삼척중앙시장,강원삼척시,남양동,37.44210346,129.1646216,261,146,55.93869732
삼천포전통수산시장,경남사천시,동서동,34.927174,128.069893,66,18,27.27272727
삼천포종합시장,경남사천시,동서금동,34.93234419,128.0785447,168,27,16.07142857
삼천포중앙시장,경남사천시,선구동,34.92892254,128.0767148,208,106,50.96153846
삽교시장,충남예산군,삽교읍,36.68729706,126.7407255,28,1,3.571428571
상계중앙시장,서울노원구,상계2동,37.65904916,127.0702768,64,66,103.125
상남시장,경남창원시,상남동,35.22221487,128.68338,588,190,32.31292517
상대원시장,경기성남시,상대원3동,37.4359794,127.1587721,185,47,25.40540541
상대종합시장,경북포항시,상대동,36.01993076,129.3611077,34,4,11.76470588
상도전통시장,서울동작구,상도1동,37.49967693,126.951537,73,54,73.97260274
상원시장,대구달서구,상인3동,35.80902715,128.5512851,70,20,28.57142857
상주중앙시장,경북상주시,남원동,36.41319406,128.1608304,184,92,50
새감만종합시장,부산남구,감만1동,35.1163335,129.0817109,30,1,3.333333333
새길시장,대구서구,내당2.3동,35.86503889,128.5715679,69,48,69.56521739
새마을시장,서울송파구,잠실본동,37.50908943,127.0849001,107,105,98.13084112
새영주시장,부산중구,영주1동,35.11270202,129.0363017,68,6,8.823529412
서교시장,서울마포구,서교동,37.55351606,126.9217154,63,5,7.936507937
서구시장,대구서구,평리3동,35.87393762,128.5556896,65,11,16.92307692
서귀포향토오일시장,제주서귀포시,동홍동,33.26778949,126.5737419,568,318,55.98591549
서남시장,대구달서구,죽전동,35.85436693,128.5451734,19,27,142.1052632
서남신시장,대구달서구,죽전동,35.85401333,128.5459007,140,157,112.1428571
서대구시장,대구달서구,두류1.2동,35.86059821,128.5706868,89,18,20.2247191
서대신1동골목시장,부산서구,서대신1동,35.10865755,129.0144325,50,7,14
서대신동골목시장,부산서구,서대신1동,35.11042114,129.0173205,107,48,44.85981308
서동시장,부산금정구,서3동,35.21641237,129.1023592,72,41,56.94444444
서동시장,울산중구,병영2동,35.5813415,129.3469788,80,41,51.25
서동시장,전북익산시,중앙동,35.94270522,126.9505513,62,41,66.12903226
서동전통골목시장,부산금정구,서3동,35.21528357,129.1022459,175,97,55.42857143
서동향토시장,부산금정구,서3동,35.21593693,129.1033546,153,80,52.2875817
서면시장,부산부산진구,부전2동,35.1556582,129.0581408,209,12,5.741626794
서면시장,경북경주시,서면,35.89506326,129.0480431,17,12,70.58823529
서면종합시장,부산부산진구,부전1동,35.16191514,129.0589849,260,61,23.46153846
서문시장4지구종합대체상가(베네시움),대구중구,성내2동,35.86673048,128.5827232,1220,28,2.295081967
서문시장건해산물상가,대구중구,대신동,35.8681429,128.5794878,100,116,116
서변중앙시장,대구북구,무태조야동,35.92100345,128.596176,65,49,75.38461538
서부시장,대구서구,비산2.3동,35.87330956,128.5720469,135,94,69.62962963
서부시장상점가(서부시장 통합),전북전주시,효자1동,35.8052372,127.1266628,150,115,76.66666667
서울약령시장,서울동대문구,제기동,37.58060041,127.0375866,1007,168,16.68321748
서울중앙시장,서울중구,황학동,37.56738265,127.0197632,216,90,41.66666667
서원시장,부산동래구,안락1동,35.20038828,129.0990191,53,22,41.50943396
서창시장,경남양산시,서창동,35.41625439,129.1720053,38,3,7.894736842
서천특화시장,충남서천군,서천읍,36.07502119,126.6868202,280,141,50.35714286
서호전통시장,경남통영시,명정동,34.84146179,128.4201162,240,195,81.25
석바위시장,인천미추홀구,주안6동,37.45917121,126.6916171,172,201,116.8604651
석수시장,경기안양시,석수2동,37.4128602,126.9079976,58,5,8.620689655
석촌시장,서울송파구,석촌동,37.50017287,127.1065252,60,50,83.33333333
선비골전통시장,경북영주시,영주1동,36.82424293,128.6231913,101,69,68.31683168
선우시장,울산중구,병영1동,35.57119003,129.3421097,68,63,92.64705882
섬유제품관,대구북구,산격2동,35.90627923,128.6096611,146,86,58.90410959
성곡종합시장,부산부산진구,초읍동,35.17476161,129.0480782,58,2,3.448275862
성남프라자,울산중구,중앙동,35.55451635,129.31755,131,67,51.14503817
성내전통시장,서울강동구,성내2동,37.53416804,127.1278893,82,73,89.02439024
성당시장,대구남구,대명4동,35.85016855,128.5729695,100,96,96
성대전통시장,서울동작구,상도3동,37.49921775,126.9308567,104,80,76.92307692
성서용산시장,대구달서구,용산2동,35.85513785,128.5213741,110,52,47.27272727
성주시장,경북성주군,성주읍,35.91446617,128.2851061,44,110,250
성환이화시장,충남천안시,성환읍,36.91810627,127.1309131,50,18,36
소계시장,경남창원시,의창동,35.25675858,128.5989657,72,17,23.61111111
소계옛길시장,경남창원시,의창동,35.25791345,128.5982669,57,13,22.80701754
소답시장,경남창원시,의창동,35.2657462,128.6207603,64,47,73.4375
소래포구전통어시장,인천남동구,논현1동,37.39819956,126.7393735,335,308,91.94029851
소사종합시장,경기부천시,소사본동,37.47911546,126.7942341,58,27,46.55172414
속초종합중앙시장,강원속초시,금호동,38.20452186,128.5901906,268,244,91.04477612
송경종합시장,대구달서구,송현1동,35.82709695,128.5516336,78,2,2.564102564
송남시장,부산서구,암남동,35.07851,129.0168309,100,3,3
송라시장,대구동구,신천1.2동,35.87448539,128.6153112,48,30,62.5
송정5일시장,광주광산구,송정2동,35.13707956,126.7969059,110,39,35.45454545
송정매일시장,광주광산구,송정2동,35.13744947,126.7968447,31,29,93.5483871
송지시장,경남밀양시,삼랑진읍,35.39686785,128.8371957,50,3,6
송촌시장,대전대덕구,송촌동,36.36462123,127.4397409,34,5,14.70588235
송현시장,인천동구,송현1.2동,37.47616144,126.6346428,103,57,55.33980583
송현자유시장,인천동구,송현1.2동,37.47590168,126.6330142,91,1,1.098901099
수성시장,대구수성구,수성2.3가동,35.85565487,128.6170064,98,10,10.20408163
수안인정시장,부산동래구,수민동,35.20149621,129.0865801,243,93,38.27160494
수암상가시장,울산남구,수암동,35.52697636,129.3207645,88,129,146.5909091
수암종합시장,울산남구,수암동,35.52747363,129.3208454,56,40,71.42857143
수유북부시장,서울강북구,인수동,37.63675807,127.016487,25,3,12
수유시장,서울강북구,수유1동,37.63072891,127.0226681,60,75,125
수유재래시장,서울강북구,수유1동,37.63153004,127.0223303,110,101,91.81818182
수유중앙시장,서울강북구,수유3동,37.64033675,127.0211763,40,11,27.5
수유프라자,서울강북구,수유1동,37.63169253,127.0234675,88,10,11.36363636
수정시장,부산동구,수정2동,35.12825843,129.0463919,69,3,4.347826087
수정전통시장,부산동구,수정2동,35.13011972,129.0463697,115,57,49.56521739
순창시장,전북순창군,순창읍,35.37186989,127.1450594,150,45,30
숭례문수입상가,서울중구,회현동,37.55937186,126.9762025,565,188,33.27433628
숭인시장,서울강북구,송천동,37.61314356,127.0294532,90,16,17.77777778
스타프라자전통시장,경기안산시,성포동,37.32081608,126.8447219,222,61,27.47747748
시흥삼미시장,경기시흥시,신천동,37.44040747,126.7838201,157,98,62.42038217
신거북시장,인천서구,석남2동,37.50328579,126.6729889,120,38,31.66666667
신곡종합시장,서울양천구,신월6동,37.518369,126.8431967,50,4,8
신기시장,인천미추홀구,주안7동,37.44689806,126.6782819,130,89,68.46153846
신내당시장,대구달서구,두류3동,35.854621,128.5538543,92,22,23.91304348
신녕공설시장,경북영천시,신녕면,36.04209096,128.7874685,51,12,23.52941176
신도봉시장,서울도봉구,도봉1동,37.67001525,127.0411237,25,5,20
신동아수산물종합시장,부산중구,남포동,35.09672134,129.0286701,520,81,15.57692308
신림종합시장,서울관악구,신사동,37.4846461,126.9170932,26,6,23.07692308
신림중앙시장,서울관악구,조원동,37.48314523,126.9114212,292,20,6.849315068
신림현대종합상가,서울관악구,서림동,37.47462652,126.9338049,89,1,1.123595506
신마산반월시장(반월시장),경남창원시,반월중앙동,35.18965944,128.5611826,80,5,6.25
신마산시장,경남창원시,월영동,35.18109688,128.5617023,94,22,23.40425532
신매시장,대구수성구,고산1동,35.83727992,128.7097215,178,112,62.92134831
신사상가,서울강남구,압구정동,37.53228798,127.028402,90,3,3.333333333
신산시장,제주제주시,일도2동,33.50603629,126.54198,50,1,2
신신림시장,서울관악구,삼성동,37.47066149,126.9321463,40,1,2.5
신아타운,서울중랑구,신내2동,37.60645263,127.094707,150,27,18
신안코아,경기안산시,본오2동,37.2950159,126.8645735,139,55,39.56834532
신안프라자전통시장,경기안산시,본오2동,37.29647466,126.8658209,103,57,55.33980583
신영주번개시장,경북영주시,휴천2동,36.81259373,128.6218764,37,15,40.54054054
신울산종합시장,울산중구,반구2동,35.56123791,129.3373619,50,15,30
신원시장,서울관악구,신원동,37.48206598,126.9273791,121,119,98.34710744
신응암시장,서울은평구,응암2동,37.5939075,126.9186943,52,31,59.61538462
신장전통시장,경기하남시,신장1동,37.53788732,127.2070276,79,69,87.34177215
신정상가시장,울산남구,신정1동,35.54300662,129.3101169,252,1,0.396825397
신정제일시장,서울양천구,신정1동,37.52084249,126.8535581,56,4,7.142857143
신중부시장,서울중구,광희동,37.56553374,126.9994062,749,187,24.96662216
신중앙시장,서울중구,황학동,37.56738265,127.0197632,114,73,64.03508772
신중앙시장,대전동구,중앙동,36.3272971,127.4336349,125,73,58.4
신중앙시장,전남목포시,원산동,34.81025503,126.3775244,144,73,50.69444444
신창상가,부산중구,광복동,35.10117897,129.0302005,194,105,54.12371134
신천지시장,부산중구,남포동,35.09705479,129.0278397,159,36,22.64150943
신철원시장,강원철원군,갈말읍,38.14472692,127.3100254,62,31,50
신탄진시장,대전대덕구,석봉동,36.44915342,127.4265065,230,30,13.04347826
신태인시장,전북정읍시,신태인읍,35.68472097,126.8878619,48,18,37.5
신평골목시장,부산사하구,신평1동,35.09108269,128.9771269,111,59,53.15315315
