시장명,지자체,시도명,시군구명,시군구명_원본,행정동코드,행정동명,도로명주소코드,도로명주소명,우편번호,격자코드,위치경도,위치위도
목도재래시장,충북괴산군,충북,괴산군,괴산군,4376041000,불정면,4.38E+11,충북 괴산군 불정면 목도로 14,28002,라바316748,127.8549397,36.87133553
청천전통시장,충북괴산군,충북,괴산군,괴산군,4376036000,청천면,4.38E+11,충북 괴산군 청천면 청천2길 10,28063,라바212512,127.7378486,36.65914238
단양구경시장(단양인정시장),충북단양군,충북,단양군,단양군,4380025000,단양읍,4.38E+11,충북 단양군 단양읍 도전5길 31,27011,라바774874,128.3699808,36.98249125
매포전통시장(매포재래시장),충북단양군,충북,단양군,단양군,4380025300,매포읍,4.38E+11,충북 단양군 매포읍 평동24길 8,27005,라바710931,128.2990703,37.03422045
보은전통시장,충북보은군,충북,보은군,보은군,4372025000,보은읍,3.11E+11,충북 보은군 보은읍 삼산로 17-1,28949,라바197318,127.7201148,36.48430017
결초보은시장(구 보은종합시장),충북보은군,충북,보은군,보은군,4372025000,보은읍,4.37E+11,충북 보은군 보은읍 삼산로3길 12-1,28949,라바196317,127.7193209,36.48292036
영동전통시장,충북영동군,충북,영동군,영동군,4374025000,영동읍,4.37E+11,충북 영동군 영동읍 영산로1길 13-1,29145,라마248975,127.7761407,36.17490545
영동중앙시장,충북영동군,충북,영동군,영동군,4374025000,영동읍,1.15E+11,충북 영동군 영동읍 중앙로 21,29145,라마247975,127.7756995,36.17466742
옥천공설시장,충북옥천군,충북,옥천군,옥천군,4373025000,옥천읍,4.37E+11,충북 옥천군 옥천읍 삼금로5길 5-14,29038,라바060116,127.5679152,36.30251296
옥천상가,충북옥천군,충북,옥천군,옥천군,4373025000,옥천읍,4.37E+11,충북 옥천군 옥천읍 삼금로 45,29038,라바061116,127.568213,36.30239214
감곡시장,충북음성군,충북,음성군,음성군,4377037000,감곡면,4.38E+11,충북 음성군 감곡면 장감로132번길 22,27604,라사123021,127.6391738,37.11822939
대소시장,충북음성군,충북,음성군,음성군,4377034000,대소면,4.12E+11,충북 음성군 대소면 오산로 36,27668,다바986853,127.4850192,36.9665446
삼성시장,충북음성군,충북,음성군,음성군,4377035000,삼성면,4.15E+11,충북 음성군 삼성면 대성로 608-2,27652,다바999910,127.4991977,37.01800907
무극시장,충북음성군,충북,음성군,음성군,4377025300,금왕읍,4.38E+11,충북 음성군 금왕읍 무극로308번길 12-2,27636,라바085882,127.5960038,36.99267767
음성시장,충북음성군,충북,음성군,음성군,4377025000,음성읍,3.61E+11,충북 음성군 음성읍 문화1길 14,27697,라바171822,127.6921265,36.93816594
내토전통시장,충북제천시,충북,제천시,제천시,4315052800,중앙동,4.32E+11,충북 제천시 용두천로11길 5,27173,라사632045,128.2124103,37.13735446
덕산면전통시장,충북제천시,충북,제천시,제천시,4315034000,덕산면,4.32E+11,충북 제천시 덕산면 약초로3길 24,27223,라바595791,128.1679799,36.90858452
동문전통시장,충북제천시,충북,제천시,제천시,4315052800,중앙동,4.32E+11,충북 제천시 용두천로 125,27173,라사633046,128.213525,37.13851202
박달재전통시장,충북제천시,충북,제천시,제천시,4315036000,백운면,2.92E+11,충북 제천시 백운면 평동로 14,27105,라사463045,128.0217787,37.13854939
제천약초시장,충북제천시,충북,제천시,제천시,4315060500,화산동,4.32E+11,충북 제천시 원화산로 121,27197,라사639034,128.2195912,37.12788906
제천역전한마음시장,충북제천시,충북,제천시,제천시,4315060500,화산동,4.32E+11,충북 제천시 내토로28길 3-1,27196,라사627036,128.2069088,37.1294558
제천중앙시장,충북제천시,충북,제천시,제천시,4315052800,중앙동,4.32E+11,충북 제천시 풍양로 108,27173,라사631044,128.2113,37.13662753
증평장뜰재래시장,충북증평군,충북,증평군,증평군,4374525000,증평읍,4.37E+11,충북 증평군 증평읍 장뜰로 58-1,27930,라바074650,127.5829505,36.78339213
운수대통! 생거진천전통시장,충북진천군,충북,진천군,진천군,4375025000,진천읍,4.38E+11,충북 진천군 진천읍 원덕로 390,27848,다바955734,127.4503783,36.8594999
진천중앙시장,충북진천군,충북,진천군,진천군,4375025000,진천읍,4.38E+11,충북 진천군 진천읍 중앙동6길 23,27833,다바948731,127.4423741,36.85685785
가경터미널시장,충북청주시,충북,청주시,청주시 흥덕구,4311374700,가경동,4.31E+11,충북 청주시 흥덕구 풍년로160번길 42-1,28395,다바941477,127.4350249,36.62736075
밤고개자연시장(구 내덕자연시장),충북청주시,충북,청주시,청주시 청원구,4311453000,내덕2동,4.31E+11,충북 청주시 청원구 공항로58번길 14,28492,다바989516,127.4886458,36.66241517
내수전통시장,충북청주시,충북,청주시,청주시 청원구,4311425000,내수읍,4.31E+11,충북 청주시 청원구 내수읍 내수로 726,28145,라바032586,127.5360081,36.72626729
복대가경시장,충북청주시,충북,청주시,청주시 흥덕구,4311374200,복대2동,4.31E+11,충북 청주시 흥덕구 복대로146번길 42,28601,다바949479,127.4432633,36.62951788
북부시장,충북청주시,충북,청주시,청주시 청원구,4311451000,우암동,4.31E+11,충북 청주시 청원구 향군로31번길 19,28539,다바987500,127.4862205,36.64797285
사직시장,충북청주시,충북,청주시,청주시 서원구,4311251000,사직1동,4.31E+11,충북 청주시 서원구 사직대로265번길 7,28555,다바979486,127.4768684,36.63614325
서문시장,충북청주시,충북,청주시,청주시 상당구,4311154500,성안동,4.31E+11,충북 청주시 상당구 남사로89번길 61,28528,다바986485,127.4853673,36.63511237
오창전통시장,충북청주시,충북,청주시,청주시 청원구,4311425300,오창읍,4.31E+11,충북 청주시 청원구 오창읍 팔결로 715,28129,다바960604,127.4556173,36.74174107
원마루시장,충북청주시,충북,청주시,청주시 서원구,4311256000,분평동,4.31E+11,충북 청주시 서원구 원마루로8번길 21,28794,다바996456,127.4964114,36.60903358
육거리종합시장,충북청주시,충북,청주시,청주시 상당구,4311154500,성안동,4.31E+11,충북 청주시 상당구 청남로2197번길 42,28534,다바989477,127.4881837,36.62793779
중앙시장,충북청주시,충북,청주시,청주시 상당구,4311152500,중앙동,1.15E+11,충북 청주시 상당구 중앙로 18,28543,다바990489,127.4892145,36.63882722
직지시장,충북청주시,충북,청주시,청주시 흥덕구,4311375600,봉명2.송정동,4.31E+11,충북 청주시 흥덕구 직지대로639번길 88,28475,다바969498,127.4663281,36.64657922
청주두꺼비시장(구수곡시장),충북청주시,충북,청주시,청주시 서원구,4311258000,수곡2동,4.31E+11,충북 청주시 서원구 수곡로58번길 7-2,28687,다바975466,127.4729924,36.61743646
청주사창시장,충북청주시,충북,청주시,청주시 서원구,4311253000,사창동,4.31E+11,충북 청주시 서원구 사직대로164번길 36,28649,다바968484,127.4652976,36.63360862
관아골상가,충북충주시,충북,충주시,충주시,4313051500,성내.충인동,4.31E+11,충북 충주시 관아4길 8,27388,라바387858,127.9351209,36.97012227
충주농산물종합시장(중앙청과시장),충북충주시,충북,충주시,충주시,4313064000,목행.용탄동,4.31E+11,충북 충주시 목행산단7로 24,27333,라바376895,127.9230838,37.00399645
목행시장,충북충주시,충북,충주시,충주시,4313064000,목행.용탄동,4.31E+11,충북 충주시 행정9길 35,27436,라바371906,127.9173276,37.01395118
무학시장,충북충주시,충북,충주시,충주시,4313061000,봉방동,3.17E+11,충북 충주시 무학1길 19,27405,라바380863,127.9272631,36.97459835
연원시장,충북충주시,충북,충주시,충주시,4313063000,연수동,2.81E+11,충북 충주시 금곡로 31,27342,라바386879,127.9348029,36.98929051
중앙어울림시장,충북충주시,충북,충주시,충주시,4313051500,성내.충인동,4.31E+11,충북 충주시 예성로 168,27388,라바385860,127.9336123,36.97189318
충주옹달샘시장,충북충주시,충북,충주시,충주시,4313056000,지현동,4.31E+11,충북 충주시 지곡10길 35,27412,라바384852,127.9324508,36.96468676
충주자유시장,충북충주시,충북,충주시,충주시,4313051500,성내.충인동,4.31E+11,충북 충주시 충인6길 16,27386,라바383862,127.9306713,36.9739313
"성서중심시장(성서시장,문화의거리 통합)",충북충주시,충북,충주시,충주시,4313051500,성내.충인동,4.31E+11,충북 충주시 성서8길 21,27387,라바384859,127.9323954,36.97133715
산성시장활성화구역,충남공주시,충남,공주시,공주시,4415051000,중학동,4.42E+11,충남 공주시 국고개길 11,32562,다바664286,127.125678,36.45488212
유구시장,충남공주시,충남,공주시,공주시,4415025000,유구읍,3.61E+11,충남 공주시 유구읍 시장길 28,32506,다바509395,126.9518559,36.55270237
금산국제인삼시장(금산인삼국제시장),충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 인삼약초로 45,32739,다마998894,127.4983403,36.10191794
금산수삼센타,충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 인삼약초로 24,32739,다마996892,127.4964497,36.10010156
금산금빛시장(금산시장),충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 금산천길 98,32747,다마991891,127.490976,36.09951247
금산약초시장,충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 비단로 144,32739,다마995892,127.4954728,36.10038092
금산인삼쇼핑센타,충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 인삼광장로 47,32739,다마999893,127.4989588,36.10150703
중부프라자,충남금산군,충남,금산군,금산군,4471025000,금산읍,4.47E+11,충남 금산군 금산읍 비범로 19,32738,다마991897,127.4910211,36.10453426
강경대흥시장,충남논산시,충남,논산시,논산시,4423025000,강경읍,1.14E+11,충남 논산시 강경읍 대흥로 23-1,32930,다마562955,127.013675,36.15597866
강경젓갈시장,충남논산시,충남,논산시,논산시,4423025000,강경읍,4.42E+11,충남 논산시 강경읍 금백로 45,32930,다마559957,127.0098063,36.15755625
연무안심시장,충남논산시,충남,논산시,논산시,4423025300,연무읍,4.42E+11,충남 논산시 연무읍 연무로178번길 9,33007,다마638926,127.0982524,36.13006471
연산전통시장,충남논산시,충남,논산시,논산시,4423036000,연산면,3.17E+11,충남 논산시 연산면 연산4길 10-8,32911,다바745021,127.2164929,36.21626966
화지중앙시장,충남논산시,충남,논산시,논산시,4423052000,부창동,3.02E+11,충남 논산시 대화로 78,32967,다바626013,127.085011,36.20858808
당진전통시장,충남당진시,충남,당진시,당진시,4427051000,당진1동,4.43E+11,충남 당진시 당진시장길 100,31777,다바224772,126.6296071,36.88993079
합덕전통시장,충남당진시,충남,당진시,당진시,4427025000,합덕읍,4.43E+11,충남 당진시 합덕읍 버그내2길 128-42,31812,다바350678,126.7719699,36.80616603
동부시장,충남보령시,충남,보령시,보령시,4418051500,대천1동,4.42E+11,충남 보령시 구상가길 14-5,33463,다바189172,126.597,36.34936363
보령중앙시장,충남보령시,충남,보령시,보령시,4418052500,대천2동,3.11E+11,충남 보령시 중앙시장1길 5,33455,다바186174,126.5932002,36.35108759
보령한내시장,충남보령시,충남,보령시,보령시,4418051500,대천1동,4.42E+11,충남 보령시 정화로길 13,33464,다바188172,126.5958262,36.34962615
현대시장(현대상가시장),충남보령시,충남,보령시,보령시,4418051500,대천1동,1.14E+11,충남 보령시 대흥로 16,33463,다바189172,126.5969396,36.34890744
부여시장,충남부여군,충남,부여군,부여군,4476025000,부여읍,4.48E+11,충남 부여군 부여읍 성왕로173번길 12,33141,다바467095,126.9075581,36.28149441
부여중앙시장,충남부여군,충남,부여군,부여군,4476025000,부여읍,3.01E+11,충남 부여군 부여읍 중앙로13번길 14-3,33146,다바472095,126.9121888,36.28191921
홍산시장,충남부여군,충남,부여군,부여군,4476036000,홍산면,4.48E+11,충남 부여군 홍산면 홍산시장로 45-3,33199,다바333021,126.7579543,36.21393329
대산종합시장,충남서산시,충남,서산시,서산시,4421025000,대산읍,2.73E+11,충남 서산시 대산읍 충의로 1942,31909,다바050827,126.4339429,36.93800454
서산동부전통시장(동부시장),충남서산시,충남,서산시,서산시,4421053500,동문2동,4.42E+11,충남 서산시 시장5로 15,31981,다바068653,126.4564473,36.78182487
해미시장,충남서산시,충남,서산시,서산시,4421039000,해미면,4.42E+11,충남 서산시 해미면 읍성마을2길 16,31960,다바147574,126.5455129,36.71108862
해미종합시장,충남서산시,충남,서산시,서산시,4421039000,해미면,4.42E+11,충남 서산시 해미면 남문1로 47,31960,다바148574,126.5464938,36.71129701
서천특화시장,충남서천군,충남,서천군,서천군,4477025300,서천읍,4.41E+11,충남 서천군 서천읍 충절로 42,33647,다마267867,126.6868202,36.07502119
장항전통시장,충남서천군,충남,서천군,서천군,4477025000,장항읍,2.77E+11,충남 서천군 장항읍 성화로 104,33670,다마274801,126.6945719,36.01556066
둔포전통시장(둔포시장),충남아산시,충남,아산시,아산시,4420036000,둔포면,4.42E+11,충남 아산시 둔포면 둔포면로25번길 15,31403,다바586813,127.0360401,36.92947905
온양온천시장(온양전통시장),충남아산시,충남,아산시,아산시,4420057000,온양1동,3.61E+11,충남 아산시 시장길 29,31513,다바557651,127.0042322,36.7832919
고덕시장,충남예산군,충남,예산군,예산군,4481038000,고덕면,4.48E+11,충남 예산군 고덕면 용고길 342,32403,다바290609,126.7052143,36.7439262
삽교시장,충남예산군,충남,예산군,예산군,4481025300,삽교읍,4.48E+11,충남 예산군 삽교읍 두리3길 48-8,32414,다바321546,126.7407255,36.68729706
역전시장,충남예산군,충남,예산군,예산군,4481025000,예산읍,4.14E+11,충남 예산군 예산읍 역전로 84,32430,다바401545,126.829752,36.68704202
예산상설시장,충남예산군,충남,예산군,예산군,4481025000,예산읍,4.48E+11,충남 예산군 예산읍 형제고개로 967,32438,다바418534,126.8494508,36.67723471
예산시장,충남예산군,충남,예산군,예산군,4481025000,예산읍,4.48E+11,충남 예산군 예산읍 형제고개로 967,32438,다바418534,126.8494508,36.67723471
천안중앙시장(구 남산중앙시장),충남천안시,충남,천안시,천안시 동남구,4413151000,중앙동,1.11E+11,충남 천안시 동남구 사직로 7,31129,다바687670,127.1493019,36.80072079
병천시장,충남천안시,충남,천안시,천안시 동남구,4413136000,병천면,4.41E+11,충남 천안시 동남구 병천면 아우내장터1길 46,31254,다바819627,127.298161,36.76242249
성정시장,충남천안시,충남,천안시,천안시 서북구,4413351000,성정1동,4.41E+11,충남 천안시 서북구 양지21길 31,31146,다바678683,127.1392116,36.81266572
성환이화시장,충남천안시,충남,천안시,천안시 서북구,4413325000,성환읍,4.41E+11,충남 천안시 서북구 성환읍 성환중앙로 50,31015,다바671800,127.1309131,36.91810627
천안역전시장,충남천안시,충남,천안시,천안시 동남구,4413151000,중앙동,4.41E+11,충남 천안시 동남구 공설시장1길 9,31128,다바686680,127.1489083,36.80990757
정산시장,충남청양군,충남,청양군,청양군,4479033000,정산면,4.48E+11,충남 청양군 정산면 정현길 54,33351,다바505238,126.9480176,36.41059417
청양전통시장,충남청양군,충남,청양군,청양군,4479025000,청양읍,4.48E+11,충남 청양군 청양읍 칠갑산로6길 6,33331,다바374283,126.8018456,36.45048661
안면도수산시장(안면도장터),충남태안군,충남,태안군,태안군,4482525300,안면읍,4.15E+11,충남 태안군 안면읍 장터로 104,32164,나바966360,126.3460081,36.51635574
태안서부시장,충남태안군,충남,태안군,태안군,4482525000,태안읍,4.22E+11,충남 태안군 태안읍 시장2길 38-4,32143,나바925623,126.296659,36.75319258
태안동부시장(태안특산물전통시장),충남태안군,충남,태안군,태안군,4482525000,태안읍,4.22E+11,충남 태안군 태안읍 시장4길 32,32143,나바927622,126.2990268,36.75224265
갈산정기시장,충남홍성군,충남,홍성군,홍성군,4480038000,갈산면,2.92E+11,충남 홍성군 갈산면 상촌로 29,32202,다바150455,126.5505543,36.60369791
광천전통시장,충남홍성군,충남,홍성군,홍성군,4480025300,광천읍,4.42E+11,충남 홍성군 광천읍 광천로 285,32295,다바216339,126.6252464,36.49983774
홍성상설시장,충남홍성군,충남,홍성군,홍성군,4480025000,홍성읍,4.48E+11,충남 홍성군 홍성읍 아문길 60,32230,다바252449,126.6637088,36.59973844
홍성전통시장,충남홍성군,충남,홍성군,홍성군,4480025000,홍성읍,4.48E+11,충남 홍성군 홍성읍 홍성천길 242,32221,다바255452,126.6680232,36.60215126
고창전통시장,전북고창군,전북,고창군,고창군,4579025000,고창읍,4.58E+11,전북 고창군 고창읍 동리로 62-11,56438,다마272155,126.6987711,35.43266573
대산전통시장,전북고창군,전북,고창군,고창군,4579038000,대산면,4.58E+11,전북 고창군 대산면 공음대산로 935,56468,다마181053,126.5989791,35.34010712
무장전통시장,전북고창군,전북,고창군,고창군,4579033000,무장면,4.58E+11,전북 고창군 무장면 왕제산로 725,56455,다마147135,126.560604,35.41442839
상하전통시장,전북고창군,전북,고창군,고창군,4579035000,상하면,4.58E+11,전북 고창군 상하면 상하1길 8-3,56410,다마084169,126.4917533,35.44408963
해리전통시장,전북고창군,전북,고창군,고창군,4579036000,해리면,4.58E+11,전북 고창군 해리면 해리중앙로 64-12,56402,다마130185,126.5422036,35.45865577
흥덕전통시장,전북고창군,전북,고창군,고창군,4579040000,흥덕면,4.58E+11,전북 고창군 흥덕면 흥덕시장길 3,56413,다마274252,126.7002295,35.52059009
군산공설시장,전북군산시,전북,군산시,군산시,4513060500,중앙동,4.51E+11,전북 군산시 신금길 18,54027,다마297765,126.7203245,35.98317106
군산수산물종합센터,전북군산시,전북,군산시,군산시,4513051500,해신동,4.51E+11,전북 군산시 내항2길 216,54018,다마283777,126.7047418,35.99398528
군산신영시장,전북군산시,전북,군산시,군산시,4513060500,중앙동,4.51E+11,전북 군산시 동신영길 56,54027,다마296768,126.72012,35.98561509
군산주공시장,전북군산시,전북,군산시,군산시,4513070100,나운1동,4.51E+11,전북 군산시 하나운안1길 39,54130,다마274746,126.6954398,35.9657729
대야전통시장,전북군산시,전북,군산시,군산시,4513035000,대야면,4.51E+11,전북 군산시 대야면 대야시장로 7-1,54060,다마383722,126.8160847,35.9448551
명산시장,전북군산시,전북,군산시,군산시,4513053000,월명동,4.31E+11,전북 군산시 월명로 470,54025,다마287766,126.7095145,35.98375164
역전종합시장,전북군산시,전북,군산시,군산시,4513064000,흥남동,4.38E+11,전북 군산시 대명3길 15,54029,다마297763,126.7203708,35.98098947
금만시장,전북김제시,전북,김제시,김제시,4521051000,요촌동,4.52E+11,전북 김제시 동서7길 23,54390,다마445561,126.8864204,35.80014317
김제전통시장,전북김제시,전북,김제시,김제시,4521051000,요촌동,4.52E+11,전북 김제시 사정거리1길 20,54385,다마443563,126.8837192,35.80162083
역전시장,전북김제시,전북,김제시,김제시,4521052000,신풍동,1.15E+11,전북 김제시 중앙로 288,54402,다마459553,126.9015965,35.79317041
원평공설시장(김제원평시장),전북김제시,전북,김제시,김제시,4521045000,금산면,4.52E+11,전북 김제시 금산면 원평6길 39-10,54348,다마542465,126.9947325,35.71406357
남원공설시장,전북남원시,전북,남원시,남원시,4519055000,금동,4.52E+11,전북 남원시 의총로 51,55768,다마887121,127.3758683,35.40461666
남원인월시장,전북남원시,전북,남원시,남원시,4519047000,인월면,4.52E+11,전북 남원시 인월면 인월로 65-3,55715,라마092184,127.6020919,35.46153231
용남시장,전북남원시,전북,남원시,남원시,4519052000,죽항동,3.11E+11,전북 남원시 동헌길 10,55763,다마888123,127.3767656,35.40710501
무주시장(반딧불장터),전북무주군,전북,무주군,무주군,4573025000,무주읍,4.15E+11,전북 무주군 무주읍 장터로 2,55509,라마138786,127.6535323,36.00465093
무풍시장(대덕산장터),전북무주군,전북,무주군,무주군,4573031000,무풍면,4.47E+11,전북 무주군 무풍면 현내로 213,55559,라마314748,127.8487939,35.96945323
설천시장(삼도봉장터),전북무주군,전북,무주군,무주군,4573032000,설천면,4.57E+11,전북 무주군 설천면 삼도봉로 11,55549,라마259792,127.788019,36.00990457
안성시장(덕유산장터),전북무주군,전북,무주군,무주군,4573034000,안성면,4.57E+11,전북 무주군 안성면 칠연로 37,55535,라마138633,127.6537555,35.86656734
부안상설시장,전북부안군,전북,부안군,부안군,4580025000,부안읍,4.58E+11,전북 부안군 부안읍 부풍로 47,56308,다마306481,126.7329521,35.72710128
줄포시장,전북부안군,전북,부안군,부안군,4580041000,줄포면,4.58E+11,전북 부안군 줄포면 부안로 865,56326,다마254327,126.676855,35.58760094
동계시장,전북순창군,전북,순창군,순창군,4577032000,동계면,2.91E+11,전북 순창군 동계면 동계로 22,56029,다마763160,127.2398056,35.43954157
복흥시장,전북순창군,전북,순창군,순창군,4577037000,복흥면,4.58E+11,전북 순창군 복흥면 정산2길 6,56005,다마485152,126.9327555,35.43184326
순창시장,전북순창군,전북,순창군,순창군,4577025000,순창읍,4.18E+11,전북 순창군 순창읍 남계로 58,56044,다마677085,127.1450594,35.37186989
고산미소시장,전북완주군,전북,완주군,완주군,4571036000,고산면,4.57E+11,전북 완주군 고산면 남봉로 134,55311,다마734752,127.2054123,35.97407542
봉동시장,전북완주군,전북,완주군,완주군,4571025300,봉동읍,4.57E+11,전북 완주군 봉동읍 봉동동서로 134-5,55326,다마699713,127.1670715,35.93872172
삼례시장,전북완주군,전북,완주군,완주군,4571025000,삼례읍,1.11E+11,전북 완주군 삼례읍 삼봉로 6,55342,다마615682,127.0736728,35.91050259
매일시장,전북익산시,전북,익산시,익산시,4514052000,중앙동,1.15E+11,전북 익산시 중앙로3길 13,54593,다마503716,126.949674,35.94039785
북부시장,전북익산시,전북,익산시,익산시,4514059500,남중동,4.51E+11,전북 익산시 인북로 219,54620,다마509725,126.9565937,35.94820666
서동시장,전북익산시,전북,익산시,익산시,4514052000,중앙동,1.15E+11,전북 익산시 중앙로3길 39,54593,다마504719,126.9505513,35.94270522
익산 구시장,전북익산시,전북,익산시,익산시,4514056000,인화동,4.51E+11,전북 익산시 인북로8길 22,54604,다마505706,126.9523413,35.93153044
익산금마시장,전북익산시,전북,익산시,익산시,4514040000,금마면,4.48E+11,전북 익산시 금마면 고도길 58,54572,다마597773,127.0534253,35.99218304
익산남부시장,전북익산시,전북,익산시,익산시,4514056000,인화동,4.51E+11,전북 익산시 평동로11길 12,54604,다마506707,126.9533793,35.93194533
익산장(익산북부장),전북익산시,전북,익산시,익산시,4514059500,남중동,4.51E+11,전북 익산시 인북로11길 27,54619,다마509728,126.9566254,35.95122845
중앙시장,전북익산시,전북,익산시,익산시,4514052000,중앙동,1.15E+11,전북 익산시 중앙로3길 27,54593,다마503718,126.9497333,35.94206031
함열시장,전북익산시,전북,익산시,익산시,4514025000,함열읍,4.51E+11,전북 익산시 함열읍 와리2길 8,54511,다마512872,126.9585224,36.08082852
황등시장,전북익산시,전북,익산시,익산시,4514032000,황등면,3.17E+11,전북 익산시 황등면 석재길 22,54532,다마506782,126.9523885,35.9994343
강진시장,전북임실군,전북,임실군,임실군,4575039000,강진면,2.72E+11,전북 임실군 강진면 호국로 14-12,55939,다마692259,127.161038,35.52906902
관촌시장,전북임실군,전북,임실군,임실군,4575038000,관촌면,4.58E+11,전북 임실군 관촌면 사선1길 70-3,55910,다마789425,127.2676801,35.67878053
오수시장,전북임실군,전북,임실군,임실군,4575035500,오수면,4.58E+11,전북 임실군 오수면 오수로 159,55954,다마842269,127.3266517,35.5384383
임실시장,전북임실군,전북,임실군,임실군,4575025000,임실읍,4.58E+11,전북 임실군 임실읍 운수로 26,55928,다마803353,127.2827109,35.61445105
산서시장,전북장수군,전북,장수군,장수군,4574031000,산서면,4.52E+11,전북 장수군 산서면 보산로 1864-11,55647,다마905320,127.3958895,35.58449451
장계시장,전북장수군,전북,장수군,장수군,4574033500,장계면,4.57E+11,전북 장수군 장계면 시장천변길 36,55616,라마074481,127.5822721,35.72943841
장수시장,전북장수군,전북,장수군,장수군,4574025000,장수읍,2.82E+11,전북 장수군 장수읍 시장로 11,55632,라마015392,127.5174723,35.64910245
모래내시장(전주),전북전주시,전북,전주시,전주시 덕진구,4511355000,인후2동,4.51E+11,전북 전주시 덕진구 모래내4길 8-8,54926,다마678597,127.1438722,35.83356733
전주남부시장,전북전주시,전북,전주시,전주시 완산구,4511153000,풍남동,4.51E+11,전북 전주시 완산구 풍남문1길 19-3,55043,다마681574,127.1475371,35.81278642
전주신중앙시장(신중앙시장),전북전주시,전북,전주시,전주시 완산구,4511151000,중앙동,4.17E+11,전북 전주시 완산구 태평5길 33,54996,다마677586,127.1434822,35.82412315
전주중앙상가,전북전주시,전북,전주시,전주시 완산구,4511151000,중앙동,4.17E+11,전북 전주시 완산구 태평3길 70,54996,다마677588,127.1424578,35.82522552
서부시장상점가(서부시장 통합),전북전주시,전북,전주시,전주시 완산구,4511171100,효자1동,2.72E+11,전북 전주시 완산구 효동2길 14-8,55093,다마662565,127.1266628,35.8052372
샘고을시장,전북정읍시,전북,정읍시,정읍시,4518054500,시기동,4.52E+11,전북 정읍시 태평6길 25,56164,다마415298,126.8551058,35.56288819
신태인시장,전북정읍시,전북,정읍시,정읍시,4518025000,신태인읍,4.52E+11,전북 정읍시 신태인읍 신태인1길 16,56106,다마446433,126.8878619,35.68472097
정읍연지시장(정읍제2시장),전북정읍시,전북,정읍시,정읍시,4518057000,연지동,4.52E+11,전북 정읍시 연지시장1길 62-19,56159,다마408309,126.8469003,35.57302603
진안고원시장,전북진안군,전북,진안군,진안군,4572025000,진안읍,3.61E+11,전북 진안군 진안읍 시장1길 16,55430,다마936551,127.4294238,35.79263321
강진읍시장,전남강진군,전남,강진군,강진군,4681025000,강진읍,3.61E+11,전남 강진군 강진읍 시장길 17-14,59231,다라334275,126.7741164,34.6403433
마량5일시장,전남강진군,전남,강진군,강진군,4681040000,마량면,4.68E+11,전남 강진군 마량면 마량5길 11,59269,다라372065,126.8165926,34.45096394
병영5일시장,전남강진군,전남,강진군,강진군,4681038000,병영면,4.68E+11,전남 강진군 병영면 남삼인길 6,59214,다라373357,126.815555,34.7138022
고흥전통시장,전남고흥군,전남,고흥군,고흥군,4677025000,고흥읍,3.61E+11,전남 고흥군 고흥읍 시장길 1,59543,다라804238,127.2866005,34.60835694
과역전통시장,전남고흥군,전남,고흥군,고흥군,4677038000,과역면,4.22E+11,전남 고흥군 과역면 시장안길 15,59511,다라873316,127.3622598,34.67945246
녹동전통시장,전남고흥군,전남,고흥군,고흥군,4677025300,도양읍,4.68E+11,전남 고흥군 도양읍 녹동남촌1길 24,59559,다라668149,127.1383371,34.52787725
도화전통시장,전남고흥군,전남,고흥군,고흥군,4677034000,도화면,3.61E+11,전남 고흥군 도화면 동신길 16-6,59529,다라836128,127.3218805,34.50979227
동강전통시장,전남고흥군,전남,고흥군,고흥군,4677040000,동강면,4.68E+11,전남 고흥군 동강면 원유둔4길 14,59502,다라848429,127.3348419,34.78056847
곡성기차마을전통시장,전남곡성군,전남,곡성군,곡성군,4672025000,곡성읍,4.67E+11,전남 곡성군 곡성읍 곡성로 856,57535,다라816982,127.2984376,35.27976851
석곡전통시장,전남곡성군,전남,곡성군,곡성군,4672033000,석곡면,2.92E+11,전남 곡성군 석곡면 석곡로 70,57559,다라775819,127.2540939,35.13294446
옥과5일시장,전남곡성군,전남,곡성군,곡성군,4672037000,옥과면,4.67E+11,전남 곡성군 옥과면 리문8길 14,57504,다라670978,127.1379527,35.27590288
광양5일시장,전남광양시,전남,광양시,광양시,4623025000,광양읍,2.81E+11,전남 광양시 광양읍 백운로 3,57751,라라082640,127.5904533,34.9711607
광양매일시장,전남광양시,전남,광양시,광양시,4623025000,광양읍,2.72E+11,전남 광양시 광양읍 매천로 821-5,57742,라라077645,127.5851567,34.97580974
광영상설시장,전남광양시,전남,광양시,광양시,4623054000,광영동,4.62E+11,전남 광양시 광영시장길 19,57721,라라201629,127.7203697,34.96144588
옥곡5일시장,전남광양시,전남,광양시,광양시,4623033000,옥곡면,2.72E+11,전남 광양시 옥곡면 큰골1길 2-26,57726,라라182659,127.7002397,34.98850348
중마시장,전남광양시,전남,광양시,광양시,4623053000,중마동,4.62E+11,전남 광양시 중마중앙로 88,57787,라라181603,127.6988496,34.93820312
