시장명,지자체,시도명,시군구명,행정동코드,행정동명,위치경도,위치위도,인구수,시군구시장수,시군구상점수,시설인구수,시장유형명,시장운영기간,화장실존재여부,주차장존재여부
통복시장,경기평택시,경기,평택시,4122058000,신장2동,127.0523673,37.07989124,476678,5,1103,432,상설장+5일장,5일+10일,Y,Y
운천전통시장,경기포천시,경기,포천시,4165039000,영북면,127.2722253,38.08994227,142945,2,86,1662,상설장+5일장,4일+9일,Y,Y
일동전통시장,경기포천시,경기,포천시,4165037000,일동면,127.3194839,37.95977517,142945,2,86,1662,상설장,매일,Y,Y
덕풍전통시장,경기하남시,경기,하남시,4145056000,덕풍3동,127.202919,37.54153872,228286,2,219,1042,상설장+5일장,4일+9일,Y,Y
신장전통시장,경기하남시,경기,하남시,4145052000,신장1동,127.2070276,37.53788732,228286,2,219,1042,상설장,매일,Y,Y
남양시장,경기화성시,경기,화성시,4159026200,남양읍,126.8161096,37.20902673,728797,4,1185,615,상설장+5일장,1일+6일,Y,Y
발안시장,경기화성시,경기,화성시,4159025900,향남읍,126.9094607,37.13146319,728797,4,1185,615,상설장+5일장,10일+5일,Y,Y
사강시장,경기화성시,경기,화성시,4159034000,송산면,126.7360036,37.21330187,728797,4,1185,615,상설장+5일장,2일+7일,Y,Y
조암시장,경기화성시,경기,화성시,4159025600,우정읍,126.8170415,37.082198,728797,4,1185,615,상설장,매일,Y,Y
강릉동부시장,강원강릉시,강원,강릉시,4215054000,옥천동,128.9020055,37.75584216,172656,7,865,199,상설장,매일,Y,Y
강릉서부시장,강원강릉시,강원,강릉시,4215052000,중앙동,128.8907988,37.75509423,172656,7,865,199,상설장,매일,Y,Y
강릉성남시장,강원강릉시,강원,강릉시,4215052000,중앙동,128.8990508,37.75373735,172656,7,865,199,상설장,매일,Y,Y
주문진건어물시장,강원강릉시,강원,강릉시,4215025000,주문진읍,128.8287525,37.89114216,172656,7,865,199,상설장,매일,Y,Y
주문진수산시장,강원강릉시,강원,강릉시,4215025000,주문진읍,128.8279729,37.89076898,172656,7,865,199,상설장,매일,Y,Y
주문진종합시장,강원강릉시,강원,강릉시,4215025000,주문진읍,128.8268929,37.89122374,172656,7,865,199,상설장,매일,Y,Y
중앙시장,강원강릉시,강원,강릉시,4215052000,중앙동,128.8986233,37.75402359,172656,7,865,199,상설장,매일,Y,Y
간성전통시장(천년고성시장),강원고성군,강원,고성군,4282025000,간성읍,128.4694501,38.37999652,20188,2,137,147,상설장+5일장,2일+7일,Y,Y
거진시장,강원고성군,강원,고성군,4282025300,거진읍,128.4539615,38.44783915,20188,2,137,147,5일장,1일+6일,Y,Y
동쪽바다중앙시장,강원동해시,강원,동해시,4217057000,발한동,129.1085724,37.55104798,70415,4,705,99,상설장,매일,Y,Y
동해남부재래시장,강원동해시,강원,동해시,4217053000,북삼동,129.1035481,37.48761131,70415,4,705,99,상설장,매일,Y,Y
묵호시장,강원동해시,강원,동해시,4217059000,묵호동,129.114195,37.55235883,70415,4,705,99,상설장,매일,Y,Y
북평민속시장,강원동해시,강원,동해시,4217060000,북평동,129.1260277,37.48247246,70415,4,705,99,상설장+5일장,3일+8일,Y,Y
도계전두시장,강원삼척시,강원,삼척시,4223025000,도계읍,129.0428102,37.22913387,44716,4,373,119,상설장,매일,Y,Y
도계중앙시장,강원삼척시,강원,삼척시,4223025000,도계읍,129.0451079,37.23515044,44716,4,373,119,상설장,매일,Y,Y
삼척번개시장,강원삼척시,강원,삼척시,4223051000,남양동,129.1785784,37.43090508,44716,4,373,119,상설장,매일,Y,Y
삼척중앙시장,강원삼척시,강원,삼척시,4223051000,남양동,129.1646216,37.44210346,44716,4,373,119,상설장+5일장,2일+7일,Y,Y
속초종합중앙시장,강원속초시,강원,속초시,4221054000,금호동,128.5901906,38.20452186,65402,2,618,105,상설장,매일,Y,Y
속초관광수산시장(구 속초중앙전통시장),강원속초시,강원,속초시,4221054000,금호동,128.589294,38.2055095,65402,2,618,105,상설장,매일,Y,Y
양구중앙시장,강원양구군,강원,양구군,4280025000,양구읍,127.9893293,38.10410575,15256,1,57,267,상설장+5일장,5일+10일,Y,Y
양양전통시장,강원양양군,강원,양양군,4283025000,양양읍,128.6232929,38.07506325,21250,1,68,312,5일장,4일+9일,Y,Y
서부공설시장,강원영월군,강원,영월군,4275025000,영월읍,128.4663131,37.18292424,26503,3,155,170,상설장,매일,Y,Y
서부아침시장,강원영월군,강원,영월군,4275025000,영월읍,128.4667527,37.18331946,26503,3,155,170,상설장,매일,Y,Y
영월종합상가시장,강원영월군,강원,영월군,4275025000,영월읍,128.4666468,37.18289272,26503,3,155,170,상설장,매일,Y,Y
문막시장,강원원주시,강원,원주시,4213025000,문막읍,127.8153591,37.30603623,282998,7,1646,171,5일장,3일+8일,Y,Y
미로예술원주중앙시장(원주중앙시장),강원원주시,강원,원주시,4213051500,중앙동,127.9491922,37.3500121,282998,7,1646,171,상설장,매일,Y,Y
민속풍물시장,강원원주시,강원,원주시,4213051500,중앙동,127.9541166,37.34898697,282998,7,1646,171,5일장,2일+7일,Y,Y
북원상가시장,강원원주시,강원,원주시,4213062000,태장2동,127.9488481,37.38437866,282998,7,1646,171,상설장,매일,Y,Y
원주남부시장,강원원주시,강원,원주시,4213054100,명륜1동,127.9544876,37.34301479,282998,7,1646,171,상설장,매일,Y,Y
자유시장,강원원주시,강원,원주시,4213051500,중앙동,127.9486248,37.35022856,282998,7,1646,171,상설장,매일,Y,Y
중앙시민전통시장,강원원주시,강원,원주시,4213051500,중앙동,127.9497145,37.35126624,282998,7,1646,171,상설장,매일,Y,Y
원통시장,강원인제군,강원,인제군,4281032000,북면,128.2046174,38.12258112,21603,2,181,119,상설장+5일장,2일+7일,Y,Y
인제시장,강원인제군,강원,인제군,4281025000,인제읍,128.1710768,38.06709944,21603,2,181,119,상설장,매일,Y,Y
고한구공탄시장(고한시장),강원정선군,강원,정선군,4277025300,고한읍,128.8540542,37.20132181,27092,4,392,69,상설장+5일장,1일+6일,Y,Y
임계사통팔달시장,강원정선군,강원,정선군,4277035000,임계면,128.8525744,37.49511413,27092,4,392,69,5일장,5일+10일,Y,Y
정선사북시장,강원정선군,강원,정선군,4277025600,사북읍,128.8162173,37.22736185,27092,4,392,69,상설장,매일,Y,Y
정선아리랑시장,강원정선군,강원,정선군,4277025000,정선읍,128.6652264,37.38039035,27092,4,392,69,상설장+5일장,2일+7일,Y,Y
동송시장,강원철원군,강원,철원군,4278025900,동송읍,127.218876,38.20880978,31776,4,347,91,상설장+5일장,5일+10일,Y,Y
동송전통시장,강원철원군,강원,철원군,4278025900,동송읍,127.2192783,38.2089011,31776,4,347,91,상설장+5일장,5일+10일,Y,Y
신철원시장,강원철원군,강원,철원군,4278025600,갈말읍,127.3100254,38.14472692,31776,4,347,91,상설장+5일장,3일+8일,Y,Y
와수시장,강원철원군,강원,철원군,4278031000,서면,127.4394938,38.23946579,31776,4,347,91,상설장+5일장,1일+6일,Y,Y
제일종합시장,강원춘천시,강원,춘천시,4211054500,약사명동,127.7260807,37.87748142,233036,8,1206,193,상설장,매일,Y,Y
춘천남부시장,강원춘천시,강원,춘천시,4211062000,효자1동,127.7260495,37.87056273,233036,8,1206,193,상설장,매일,Y,Y
춘천동부시장,강원춘천시,강원,춘천시,4211053000,조운동,127.734114,37.87723546,233036,8,1206,193,상설장,매일,Y,Y
춘천번개시장,강원춘천시,강원,춘천시,4211057000,근화동,127.7263073,37.89183308,233036,8,1206,193,상설장,매일,Y,Y
춘천서부시장,강원춘천시,강원,춘천시,4211058000,소양동,127.7246493,37.88481452,233036,8,1206,193,상설장,매일,Y,Y
춘천중앙시장,강원춘천시,강원,춘천시,4211054500,약사명동,127.7257538,37.87849419,233036,8,1206,193,상설장,매일,Y,Y
춘천풍물시장,강원춘천시,강원,춘천시,4211067500,강남동,127.7195843,37.86623705,233036,8,1206,193,상설장+5일장,2일+7일,Y,Y
춘천후평시장,강원춘천시,강원,춘천시,4211061000,후평2동,127.746783,37.88079022,233036,8,1206,193,상설장,매일,Y,Y
장성중앙시장,강원태백시,강원,태백시,4219059500,장성동,129.009713,37.10068429,29389,2,193,152,상설장+5일장,4일+14일,Y,Y
황지자유시장,강원태백시,강원,태백시,4219052500,황연동,129.0412268,37.17303883,29389,2,193,152,상설장,매일,Y,Y
봉평전통시장(봉평시장),강원평창군,강원,평창군,4276034000,봉평면,128.3772803,37.61559178,32008,4,348,91,상설장+5일장,2일+7일,Y,Y
진부전통시장,강원평창군,강원,평창군,4276036000,진부면,128.5579259,37.63821679,32008,4,348,91,5일장,3일+8일,Y,Y
평창대화시장,강원평창군,강원,평창군,4276033000,대화면,128.4539931,37.50110318,32008,4,348,91,5일장,4일+9일,Y,Y
평창올림픽시장(평창전통시장),강원평창군,강원,평창군,4276025000,평창읍,128.3947832,37.36723552,32008,4,348,91,상설장+5일장,5일+10일,Y,Y
홍천시장,강원홍천군,강원,홍천군,4272025000,홍천읍,127.8859068,37.69053885,53215,2,229,232,5일장,1일+6일,Y,N
홍천중앙시장,강원홍천군,강원,홍천군,4272025000,홍천읍,127.886165,37.69108298,53215,2,229,232,상설장,매일,Y,N
화천재래시장,강원화천군,강원,화천군,4279025000,화천읍,127.7064262,38.10390468,15002,1,97,154,상설장+5일장,3일+8일,Y,Y
횡성시장,강원횡성군,강원,횡성군,4273025000,횡성읍,127.9867302,37.48989095,35783,1,133,269,상설장+5일장,1일+6일,Y,Y
괴산전통시장,충북괴산군,충북,괴산군,4376025000,괴산읍,127.7950238,36.81121857,28447,4,384,74,5일장,3일+8일,Y,Y
목도재래시장,충북괴산군,충북,괴산군,4376041000,불정면,127.8549397,36.87133553,28447,4,384,74,상설장+5일장,4일+9일,Y,Y
청천전통시장,충북괴산군,충북,괴산군,4376036000,청천면,127.7378486,36.65914238,28447,4,384,74,상설장+5일장,5일,Y,Y
단양구경시장(단양인정시장),충북단양군,충북,단양군,4380025000,단양읍,128.3699808,36.98249125,21770,2,182,119,상설장+5일장,1일+6일,Y,Y
매포전통시장(매포재래시장),충북단양군,충북,단양군,4380025300,매포읍,128.2990703,37.03422045,21770,2,182,119,상설장+5일장,4일+9일,Y,Y
보은전통시장,충북보은군,충북,보은군,4372025000,보은읍,127.7201148,36.48430017,23041,5,298,77,상설장+5일장,1일+6일,Y,Y
결초보은시장(구 보은종합시장),충북보은군,충북,보은군,4372025000,보은읍,127.7193209,36.48292036,23041,5,298,77,상설장,매일,Y,Y
영동전통시장,충북영동군,충북,영동군,4374025000,영동읍,127.7761407,36.17490545,34099,2,269,126,상설장+5일장,4일+9일,Y,Y
영동중앙시장,충북영동군,충북,영동군,4374025000,영동읍,127.7756995,36.17466742,34099,2,269,126,상설장+5일장,4일+9일,Y,Y
옥천공설시장,충북옥천군,충북,옥천군,4373025000,옥천읍,127.5679152,36.30251296,37058,2,94,394,상설장+5일장,5일+10일,Y,Y
옥천상가,충북옥천군,충북,옥천군,4373025000,옥천읍,127.568213,36.30239214,37058,2,94,394,상설장+5일장,5일+10일,Y,Y
감곡시장,충북음성군,충북,음성군,4377037000,감곡면,127.6391738,37.11822939,92655,5,599,154,상설장+5일장,3일+8일,Y,Y
대소시장,충북음성군,충북,음성군,4377034000,대소면,127.4850192,36.9665446,92655,5,599,154,상설장+5일장,3일+8일,Y,Y
삼성시장,충북음성군,충북,음성군,4377035000,삼성면,127.4991977,37.01800907,92655,5,599,154,상설장+5일장,1일+6일,Y,Y
무극시장,충북음성군,충북,음성군,4377025300,금왕읍,127.5960038,36.99267767,92655,5,599,154,상설장+5일장,5일+10일,Y,Y
음성시장,충북음성군,충북,음성군,4377025000,음성읍,127.6921265,36.93816594,92655,5,599,154,5일장,2일+7일,Y,Y
내토전통시장,충북제천시,충북,제천시,4315052800,중앙동,128.2124103,37.13735446,106074,8,1135,93,상설장,매일,Y,Y
덕산면전통시장,충북제천시,충북,제천시,4315034000,덕산면,128.1679799,36.90858452,106074,8,1135,93,상설장+5일장,4일+9일,Y,Y
동문전통시장,충북제천시,충북,제천시,4315052800,중앙동,128.213525,37.13851202,106074,8,1135,93,상설장,매일,N,Y
박달재전통시장,충북제천시,충북,제천시,4315036000,백운면,128.0217787,37.13854939,106074,8,1135,93,상설장+5일장,1일+6일,Y,Y
제천약초시장,충북제천시,충북,제천시,4315060500,화산동,128.2195912,37.12788906,106074,8,1135,93,상설장,매일,Y,Y
제천역전한마음시장,충북제천시,충북,제천시,4315060500,화산동,128.2069088,37.1294558,106074,8,1135,93,상설장+5일장,3일+8일,Y,Y
제천중앙시장,충북제천시,충북,제천시,4315052800,중앙동,128.2113,37.13662753,106074,8,1135,93,상설장,매일,Y,Y
증평장뜰재래시장,충북증평군,충북,증평군,4374525000,증평읍,127.5829505,36.78339213,30440,1,92,330,상설장+5일장,1일+6일,Y,Y
운수대통! 생거진천전통시장,충북진천군,충북,진천군,4375025000,진천읍,127.4503783,36.8594999,73751,2,126,585,상설장+5일장,5일+10일,Y,Y
진천중앙시장,충북진천군,충북,진천군,4375025000,진천읍,127.4423741,36.85685785,73751,2,126,585,상설장+5일장,5일+10일,Y,Y
가경터미널시장,충북청주시,충북,청주시,4311374700,가경동,127.4350249,36.62736075,227144,4,282,805,상설장,매일,Y,Y
밤고개자연시장(구 내덕자연시장),충북청주시,충북,청주시,4311453000,내덕2동,127.4886458,36.66241517,163872,4,373,439,상설장,매일,Y,Y
내수전통시장,충북청주시,충북,청주시,4311425000,내수읍,127.5360081,36.72626729,163872,4,373,439,5일장,5일+10일,Y,Y
복대가경시장,충북청주시,충북,청주시,4311374200,복대2동,127.4432633,36.62951788,227144,4,282,805,상설장,매일,Y,Y
북부시장,충북청주시,충북,청주시,4311451000,우암동,127.4862205,36.64797285,163872,4,373,439,상설장,매일,Y,Y
사직시장,충북청주시,충북,청주시,4311251000,사직1동,127.4768684,36.63614325,170426,4,317,537,상설장,매일,Y,Y
서문시장,충북청주시,충북,청주시,4311154500,성안동,127.4853673,36.63511237,149725,3,738,202,상설장,매일,Y,Y
오창전통시장,충북청주시,충북,청주시,4311425300,오창읍,127.4556173,36.74174107,163872,4,373,439,5일장,3일+8일,Y,Y
원마루시장,충북청주시,충북,청주시,4311256000,분평동,127.4964114,36.60903358,170426,4,317,537,상설장,매일,Y,N
육거리종합시장,충북청주시,충북,청주시,4311154500,성안동,127.4881837,36.62793779,149725,3,738,202,상설장,매일,Y,Y
중앙시장,충북청주시,충북,청주시,4311152500,중앙동,127.4892145,36.63882722,149725,3,738,202,상설장,매일,Y,N
직지시장,충북청주시,충북,청주시,4311375600,봉명2.송정동,127.4663281,36.64657922,227144,4,282,805,상설장,매일,Y,Y
청주두꺼비시장(구수곡시장),충북청주시,충북,청주시,4311258000,수곡2동,127.4729924,36.61743646,170426,4,317,537,상설장,매일,Y,N
청주사창시장,충북청주시,충북,청주시,4311253000,사창동,127.4652976,36.63360862,170426,4,317,537,상설장,매일,Y,Y
관아골상가,충북충주시,충북,충주시,4313051500,성내.충인동,127.9351209,36.97012227,175962,11,1593,110,상설장,매일,Y,Y
충주농산물종합시장(중앙청과시장),충북충주시,충북,충주시,4313064000,목행.용탄동,127.9230838,37.00399645,175962,11,1593,110,상설장,매일,Y,Y
목행시장,충북충주시,충북,충주시,4313064000,목행.용탄동,127.9173276,37.01395118,175962,11,1593,110,5일장,2일+7일,Y,Y
무학시장,충북충주시,충북,충주시,4313061000,봉방동,127.9272631,36.97459835,175962,11,1593,110,상설장,매일,Y,Y
연원시장,충북충주시,충북,충주시,4313063000,연수동,127.9348029,36.98929051,175962,11,1593,110,상설장+5일장,4일+9일,Y,Y
중앙어울림시장,충북충주시,충북,충주시,4313051500,성내.충인동,127.9336123,36.97189318,175962,11,1593,110,상설장,매일,Y,Y
충주옹달샘시장,충북충주시,충북,충주시,4313056000,지현동,127.9324508,36.96468676,175962,11,1593,110,상설장,매일,Y,Y
충주자유시장,충북충주시,충북,충주시,4313051500,성내.충인동,127.9306713,36.9739313,175962,11,1593,110,상설장+5일장,5일+10일,Y,Y
"성서중심시장(성서시장,문화의거리 통합)",충북충주시,충북,충주시,4313051500,성내.충인동,127.9323954,36.97133715,175962,11,1593,110,상설장,매일,Y,Y
산성시장활성화구역,충남공주시,충남,공주시,4415051000,중학동,127.125678,36.45488212,82327,3,952,86,상설장,매일,Y,Y
유구시장,충남공주시,충남,공주시,4415025000,유구읍,126.9518559,36.55270237,82327,3,952,86,상설장+5일장,3일+8일,Y,Y
금산국제인삼시장(금산인삼국제시장),충남금산군,충남,금산군,4471025000,금산읍,127.4983403,36.10191794,39185,8,777,50,상설장,매일,Y,Y
금산수삼센타,충남금산군,충남,금산군,4471025000,금산읍,127.4964497,36.10010156,39185,8,777,50,상설장,매일,Y,Y
금산금빛시장(금산시장),충남금산군,충남,금산군,4471025000,금산읍,127.490976,36.09951247,39185,8,777,50,상설장,매일,Y,Y
금산약초시장,충남금산군,충남,금산군,4471025000,금산읍,127.4954728,36.10038092,39185,8,777,50,상설장,매일,Y,Y
금산인삼쇼핑센타,충남금산군,충남,금산군,4471025000,금산읍,127.4989588,36.10150703,39185,8,777,50,상설장,매일,Y,Y
중부프라자,충남금산군,충남,금산군,4471025000,금산읍,127.4910211,36.10453426,39185,8,777,50,상설장,매일,Y,Y
강경대흥시장,충남논산시,충남,논산시,4423025000,강경읍,127.013675,36.15597866,97001,5,712,136,5일장,4일+9일,Y,Y
강경젓갈시장,충남논산시,충남,논산시,4423025000,강경읍,127.0098063,36.15755625,97001,5,712,136,상설장,매일,Y,N
연무안심시장,충남논산시,충남,논산시,4423025300,연무읍,127.0982524,36.13006471,97001,5,712,136,상설장+5일장,5일+10일,Y,Y
연산전통시장,충남논산시,충남,논산시,4423036000,연산면,127.2164929,36.21626966,97001,5,712,136,상설장+5일장,5일+10일,Y,Y
화지중앙시장,충남논산시,충남,논산시,4423052000,부창동,127.085011,36.20858808,97001,5,712,136,상설장,매일,Y,Y
당진전통시장,충남당진시,충남,당진시,4427051000,당진1동,126.6296071,36.88993079,132725,2,287,462,상설장+5일장,5일+10일,Y,Y
합덕전통시장,충남당진시,충남,당진시,4427025000,합덕읍,126.7719699,36.80616603,132725,2,287,462,상설장+5일장,1일+6일,Y,Y
동부시장,충남보령시,충남,보령시,4418051500,대천1동,126.597,36.34936363,78607,6,518,151,상설장+5일장,3일+8일,Y,Y
보령중앙시장,충남보령시,충남,보령시,4418052500,대천2동,126.5932002,36.35108759,78607,6,518,151,상설장+5일장,3일+8일,Y,Y
보령한내시장,충남보령시,충남,보령시,4418051500,대천1동,126.5958262,36.34962615,78607,6,518,151,5일장,3일+8일,Y,Y
현대시장(현대상가시장),충남보령시,충남,보령시,4418051500,대천1동,126.5969396,36.34890744,78607,6,518,151,상설장,매일,Y,N
부여시장,충남부여군,충남,부여군,4476025000,부여읍,126.9075581,36.28149441,50369,4,304,165,상설장+5일장,5일+10일,Y,Y
부여중앙시장,충남부여군,충남,부여군,4476025000,부여읍,126.9121888,36.28191921,50369,4,304,165,상설장,매일,Y,Y
홍산시장,충남부여군,충남,부여군,4476036000,홍산면,126.7579543,36.21393329,50369,4,304,165,5일장,2일+7일,Y,Y
대산종합시장,충남서산시,충남,서산시,4421025000,대산읍,126.4339429,36.93800454,143095,4,445,321,상설장,매일,Y,Y
서산동부전통시장(동부시장),충남서산시,충남,서산시,4421053500,동문2동,126.4564473,36.78182487,143095,4,445,321,상설장,매일,Y,Y
해미시장,충남서산시,충남,서산시,4421039000,해미면,126.5455129,36.71108862,143095,4,445,321,상설장,매일,Y,Y
해미종합시장,충남서산시,충남,서산시,4421039000,해미면,126.5464938,36.71129701,143095,4,445,321,상설장,매일,Y,Y
서천특화시장,충남서천군,충남,서천군,4477025300,서천읍,126.6868202,36.07502119,39876,2,381,104,5일장,2일+7일,Y,Y
장항전통시장,충남서천군,충남,서천군,4477025000,장항읍,126.6945719,36.01556066,39876,2,381,104,상설장,매일,Y,Y
둔포전통시장(둔포시장),충남아산시,충남,아산시,4420036000,둔포면,127.0360401,36.92947905,290034,2,530,547,상설장+5일장,2일+7일,Y,Y
온양온천시장(온양전통시장),충남아산시,충남,아산시,4420057000,온양1동,127.0042322,36.7832919,290034,2,530,547,상설장+5일장,4일+9일,Y,Y
고덕시장,충남예산군,충남,예산군,4481038000,고덕면,126.7052143,36.7439262,63182,7,667,94,상설장+5일장,3일+8일,Y,Y
삽교시장,충남예산군,충남,예산군,4481025300,삽교읍,126.7407255,36.68729706,63182,7,667,94,5일장,2일+7일,Y,Y
역전시장,충남예산군,충남,예산군,4481025000,예산읍,126.829752,36.68704202,63182,7,667,94,상설장+5일장,3일+8일,Y,Y
예산상설시장,충남예산군,충남,예산군,4481025000,예산읍,126.8494508,36.67723471,63182,7,667,94,상설장+5일장,5일+10일,Y,Y
예산시장,충남예산군,충남,예산군,4481025000,예산읍,126.8494508,36.67723471,63182,7,667,94,5일장,5일+10일,Y,Y
천안중앙시장(구 남산중앙시장),충남천안시,충남,천안시,4413151000,중앙동,127.1493019,36.80072079,218331,3,680,321,상설장,매일,Y,Y
병천시장,충남천안시,충남,천안시,4413136000,병천면,127.298161,36.76242249,218331,3,680,321,상설장+5일장,1일+6일,Y,Y
성정시장,충남천안시,충남,천안시,4413351000,성정1동,127.1392116,36.81266572,345184,2,112,3082,상설장,매일,Y,Y
성환이화시장,충남천안시,충남,천안시,4413325000,성환읍,127.1309131,36.91810627,345184,2,112,3082,5일장,1일+6일,Y,Y
천안역전시장,충남천안시,충남,천안시,4413151000,중앙동,127.1489083,36.80990757,218331,3,680,321,상설장,매일,Y,Y
정산시장,충남청양군,충남,청양군,4479033000,정산면,126.9480176,36.41059417,23275,2,193,120,상설장+5일장,5일+10일,Y,Y
청양전통시장,충남청양군,충남,청양군,4479025000,청양읍,126.8018456,36.45048661,23275,2,193,120,상설장+5일장,2일+7일,Y,Y
안면도수산시장(안면도장터),충남태안군,충남,태안군,4482525300,안면읍,126.3460081,36.51635574,48649,3,319,152,상설장,매일,Y,Y
태안서부시장,충남태안군,충남,태안군,4482525000,태안읍,126.296659,36.75319258,48649,3,319,152,상설장,매일,Y,Y
태안동부시장(태안특산물전통시장),충남태안군,충남,태안군,4482525000,태안읍,126.2990268,36.75224265,48649,3,319,152,상설장+5일장,3일+8일,Y,Y
갈산정기시장,충남홍성군,충남,홍성군,4480038000,갈산면,126.5505543,36.60369791,81958,5,737,111,5일장,3일+8일,Y,Y
광천전통시장,충남홍성군,충남,홍성군,4480025300,광천읍,126.6252464,36.49983774,81958,5,737,111,상설장+5일장,4일+9일,Y,Y
홍성상설시장,충남홍성군,충남,홍성군,4480025000,홍성읍,126.6637088,36.59973844,81958,5,737,111,상설장,매일,Y,Y
홍성전통시장,충남홍성군,충남,홍성군,4480025000,홍성읍,126.6680232,36.60215126,81958,5,737,111,상설장+5일장,1일+6일,Y,Y
고창전통시장,전북고창군,전북,고창군,4579025000,고창읍,126.6987711,35.43266573,40524,6,276,146,상설장+5일장,3일+8일,Y,Y
대산전통시장,전북고창군,전북,고창군,4579038000,대산면,126.5989791,35.34010712,40524,6,276,146,5일장,2일+7일,Y,Y
무장전통시장,전북고창군,전북,고창군,4579033000,무장면,126.560604,35.41442839,40524,6,276,146,5일장,5일+10일,Y,Y
상하전통시장,전북고창군,전북,고창군,4579035000,상하면,126.4917533,35.44408963,40524,6,276,146,5일장,1일+6일,Y,Y
해리전통시장,전북고창군,전북,고창군,4579036000,해리면,126.5422036,35.45865577,40524,6,276,146,5일장,4일+9일,Y,Y
흥덕전통시장,전북고창군,전북,고창군,4579040000,흥덕면,126.7002295,35.52059009,40524,6,276,146,5일장,4일+9일,Y,Y
군산공설시장,전북군산시,전북,군산시,4513060500,중앙동,126.7203245,35.98317106,219510,7,784,279,상설장,매일,Y,Y
군산수산물종합센터,전북군산시,전북,군산시,4513051500,해신동,126.7047418,35.99398528,219510,7,784,279,상설장,매일,Y,Y
군산신영시장,전북군산시,전북,군산시,4513060500,중앙동,126.72012,35.98561509,219510,7,784,279,상설장,매일,Y,Y
군산주공시장,전북군산시,전북,군산시,4513070100,나운1동,126.6954398,35.9657729,219510,7,784,279,상설장,매일,Y,Y
대야전통시장,전북군산시,전북,군산시,4513035000,대야면,126.8160847,35.9448551,219510,7,784,279,5일장,1일+6일,Y,Y
명산시장,전북군산시,전북,군산시,4513053000,월명동,126.7095145,35.98375164,219510,7,784,279,상설장,매일,Y,Y
역전종합시장,전북군산시,전북,군산시,4513064000,흥남동,126.7203708,35.98098947,219510,7,784,279,상설장,매일,Y,Y
금만시장,전북김제시,전북,김제시,4521051000,요촌동,126.8864204,35.80014317,60512,4,243,249,상설장,매일,Y,Y
김제전통시장,전북김제시,전북,김제시,4521051000,요촌동,126.8837192,35.80162083,60512,4,243,249,상설장+5일장,2일+7일,Y,Y
역전시장,전북김제시,전북,김제시,4521052000,신풍동,126.9015965,35.79317041,60512,4,243,249,상설장,매일,Y,Y
원평공설시장(김제원평시장),전북김제시,전북,김제시,4521045000,금산면,126.9947325,35.71406357,60512,4,243,249,상설장+5일장,4일+9일,Y,Y
남원공설시장,전북남원시,전북,남원시,4519055000,금동,127.3758683,35.40461666,59722,3,286,208,상설장+5일장,4일+9일,Y,Y
남원인월시장,전북남원시,전북,남원시,4519047000,인월면,127.6020919,35.46153231,59722,3,286,208,5일장,3일+8일,Y,Y
용남시장,전북남원시,전북,남원시,4519052000,죽항동,127.3767656,35.40710501,59722,3,286,208,상설장,매일,Y,Y
무주시장(반딧불장터),전북무주군,전북,무주군,4573025000,무주읍,127.6535323,36.00465093,17238,4,100,172,5일장,1일+6일,Y,Y
무풍시장(대덕산장터),전북무주군,전북,무주군,4573031000,무풍면,127.8487939,35.96945323,17238,4,100,172,5일장,3일+8일,Y,Y
설천시장(삼도봉장터),전북무주군,전북,무주군,4573032000,설천면,127.788019,36.00990457,17238,4,100,172,5일장,2일+7일,Y,Y
안성시장(덕유산장터),전북무주군,전북,무주군,4573034000,안성면,127.6537555,35.86656734,17238,4,100,172,5일장,5일+10일,Y,Y
부안상설시장,전북부안군,전북,부안군,4580025000,부안읍,126.7329521,35.72710128,36172,2,220,164,상설장,매일,Y,Y
줄포시장,전북부안군,전북,부안군,4580041000,줄포면,126.676855,35.58760094,36172,2,220,164,상설장+5일장,1일+6일,Y,Y
동계시장,전북순창군,전북,순창군,4577032000,동계면,127.2398056,35.43954157,18995,3,179,106,5일장,2일+7일,Y,Y
복흥시장,전북순창군,전북,순창군,4577037000,복흥면,126.9327555,35.43184326,18995,3,179,106,5일장,3일+8일,Y,Y
순창시장,전북순창군,전북,순창군,4577025000,순창읍,127.1450594,35.37186989,18995,3,179,106,5일장,1일+6일,Y,Y
고산미소시장,전북완주군,전북,완주군,4571036000,고산면,127.2054123,35.97407542,70719,3,125,565,상설장,매일,Y,Y
봉동시장,전북완주군,전북,완주군,4571025300,봉동읍,127.1670715,35.93872172,70719,3,125,565,상설장+5일장,5일+10일,Y,Y
삼례시장,전북완주군,전북,완주군,4571025000,삼례읍,127.0736728,35.91050259,70719,3,125,565,상설장,매일,Y,Y
매일시장,전북익산시,전북,익산시,4514052000,중앙동,126.949674,35.94039785,223610,10,938,238,상설장,매일,Y,Y
북부시장,전북익산시,전북,익산시,4514059500,남중동,126.9565937,35.94820666,223610,10,938,238,상설장+5일장,4일+9일,Y,Y
서동시장,전북익산시,전북,익산시,4514052000,중앙동,126.9505513,35.94270522,223610,10,938,238,상설장,매일,Y,Y
익산 구시장,전북익산시,전북,익산시,4514056000,인화동,126.9523413,35.93153044,223610,10,938,238,상설장,매일,Y,N
익산금마시장,전북익산시,전북,익산시,4514040000,금마면,127.0534253,35.99218304,223610,10,938,238,상설장+5일장,2일+7일,Y,Y
