시장명,지자체,시도명,시군구명,행정동코드,행정동명,위치경도,위치위도,인구수,시군구시장수,시군구상점수,시설인구수,시장유형명,시장운영기간,화장실존재여부,주차장존재여부
남창옹기종기시장,울산울주군,울산,울주군,3171025600,온양읍,129.2827813,35.41668686,181682,9,420,432,상설장+5일장,3일+8일,Y,Y
덕신1차시장,울산울주군,울산,울주군,3171025000,온산읍,129.3093518,35.43524439,181682,9,420,432,상설장+5일장,5일+10일,Y,N
덕신2차시장,울산울주군,울산,울주군,3171025000,온산읍,129.3100225,35.42934852,181682,9,420,432,상설장+5일장,5일+10일,Y,Y
덕하시장(덕하공설시장),울산울주군,울산,울주군,3171026200,청량읍,129.305477,35.4911256,181682,9,420,432,상설장,매일,Y,Y
봉계공설시장,울산울주군,울산,울주군,3171036000,두동면,129.1991738,35.71338182,181682,9,420,432,상설장+5일장,4일+9일,Y,Y
언양공설시장,울산울주군,울산,울주군,3171025300,언양읍,129.1263172,35.56262377,181682,9,420,432,상설장+5일장,2일+7일,Y,Y
언양종합상가시장,울산울주군,울산,울주군,3171025300,언양읍,129.1256956,35.5637001,181682,9,420,432,상설장,매일,Y,Y
구역전시장,울산중구,울산,중구,3111051000,학성동,129.3284132,35.55730008,176994,14,1725,102,상설장,매일,Y,Y
구역전전통시장,울산중구,울산,중구,3111058500,중앙동,129.3279591,35.55590681,176994,14,1725,102,상설장,매일,Y,N
반구시장,울산중구,울산,중구,3111052000,반구1동,129.3442422,35.55806103,176994,14,1725,102,상설장,매일,Y,Y
병영시장,울산중구,울산,중구,3111062000,병영1동,129.3462928,35.57055945,176994,14,1725,102,상설장,매일,Y,Y
서동시장,울산중구,울산,중구,3111063000,병영2동,129.3469788,35.5813415,176994,14,1725,102,상설장,매일,Y,N
선우시장,울산중구,울산,중구,3111062000,병영1동,129.3421097,35.57119003,176994,14,1725,102,상설장,매일,Y,Y
성남프라자,울산중구,울산,중구,3111058500,중앙동,129.31755,35.55451635,176994,14,1725,102,상설장,매일,Y,Y
신울산종합시장,울산중구,울산,중구,3111053000,반구2동,129.3373619,35.56123791,176994,14,1725,102,상설장,매일,Y,Y
옥골시장,울산중구,울산,중구,3111058500,중앙동,129.3229594,35.55523793,176994,14,1725,102,상설장,매일,Y,N
울산시장,울산중구,울산,중구,3111058500,중앙동,129.3284088,35.55546849,176994,14,1725,102,상설장,매일,Y,Y
중앙전통시장,울산중구,울산,중구,3111058500,중앙동,129.3222936,35.55518282,176994,14,1725,102,상설장,매일,Y,Y
태화종합시장,울산중구,울산,중구,3111060000,태화동,129.3073562,35.55623331,176994,14,1725,102,상설장+5일장,5일+10일,Y,Y
학성새벽시장,울산중구,울산,중구,3111051000,학성동,129.3329438,35.55643322,176994,14,1725,102,상설장,매일,Y,Y
우정전통시장,울산중구,울산,중구,3111059000,우정동,129.310424,35.55500792,176994,14,1725,102,상설장+5일장,5일+10일,Y,N
가평잣고을전통시장,경기가평군,경기,가평군,4182025000,가평읍,127.5138223,37.83011547,47819,2,242,197,상설장+5일장,5일+10일,Y,Y
능곡시장,경기고양시,경기,고양시,4128163000,행주동,126.8207792,37.62135086,370422,2,146,2537,상설장+5일장,2일+7일,Y,Y
덕이동패션1번지,경기고양시,경기,고양시,4128760000,덕이동,126.755787,37.69302055,250446,2,162,1545,상설장,매일,Y,Y
원당시장,경기고양시,경기,고양시,4128154000,성사1동,126.8372528,37.65628101,370422,2,146,2537,상설장,매일,N,Y
일산시장,경기고양시,경기,고양시,4128752000,일산2동,126.7708264,37.68562256,250446,2,162,1545,상설장+5일장,3일+8일,Y,Y
과천새서울프라자시장,경기과천시,경기,과천시,4129053000,별양동,126.9925561,37.42682749,51665,2,251,205,상설장,매일,Y,Y
제일쇼핑시장,경기과천시,경기,과천시,4129053000,별양동,126.9929982,37.42732794,51665,2,251,205,상설장,매일,Y,Y
광명새마을시장,경기광명시,경기,광명시,4121057000,광명6동,126.8513997,37.47365412,237368,2,463,512,상설장,매일,Y,Y
광명전통시장,경기광명시,경기,광명시,4121054000,광명3동,126.8561647,37.47994816,237368,2,463,512,상설장,매일,Y,Y
경안시장,경기광주시,경기,광주시,4161051000,경안동,127.256769,37.41005973,313828,1,73,4299,상설장+5일장,3일+8일,Y,Y
구리전통시장,경기구리시,경기,구리시,4131057000,수택1동,127.1399042,37.5995428,156938,1,308,509,상설장,매일,Y,Y
군포역전시장,경기군포시,경기,군포시,4141051000,군포1동,126.9468877,37.35407433,237225,2,259,915,상설장,매일,Y,Y
산본시장,경기군포시,경기,군포시,4141054000,산본1동,126.9385002,37.37013243,237225,2,259,915,상설장,매일,Y,Y
양곡시장,경기김포시,경기,김포시,4157025600,양촌읍,126.6238085,37.65446358,405777,3,266,1525,상설장,매일,Y,N
양곡오라니장터시장,경기김포시,경기,김포시,4157025600,양촌읍,126.6235251,37.65537267,405777,3,266,1525,상설장,매일,Y,Y
통진시장,경기김포시,경기,김포시,4157025000,통진읍,126.5997011,37.69129472,405777,3,266,1525,상설장,매일,N,N
남양주장현 전통시장,경기남양주시,경기,남양주시,4136025300,진접읍,127.1808911,37.71761594,540167,1,175,3086,5일장,7일,Y,N
동두천제일시장,경기동두천시,경기,동두천시,4125053500,중앙동,127.0522232,37.90517392,76840,4,720,106,상설장,매일,Y,Y
동두천큰시장,경기동두천시,경기,동두천시,4125052000,생연2동,127.0520741,37.90049061,76840,4,720,106,상설장,매일,Y,Y
세아프라자상가,경기동두천시,경기,동두천시,4125052000,생연2동,127.0505963,37.9007191,76840,4,720,106,상설장,매일,Y,Y
중앙시장,경기동두천시,경기,동두천시,4125053500,중앙동,127.0537404,37.90690224,76840,4,720,106,상설장,매일,Y,Y
강남시장,경기부천시,경기,부천시,4119060600,부천동,126.7813065,37.50722163,700878,17,1639,427,상설장,매일,Y,Y
고리울동굴시장,경기부천시,경기,부천시,4119080000,성곡동,126.8226996,37.52584383,700878,17,1639,427,상설장,매일,N,N
부천상동시장,경기부천시,경기,부천시,4119061000,중동,126.7642708,37.49235707,700878,17,1639,427,상설장,매일,Y,Y
부천자유시장,경기부천시,경기,부천시,4119074600,대산동,126.7799422,37.4841112,700878,17,1639,427,상설장,매일,Y,N
부천제일시장,경기부천시,경기,부천시,4119083000,오정동,126.8089583,37.52792696,700878,17,1639,427,상설장,매일,N,Y
중동사랑시장(부천중동시장),경기부천시,경기,부천시,4119061000,중동,126.7643344,37.49490038,700878,17,1639,427,상설장,매일,Y,Y
부천한신시장,경기부천시,경기,부천시,4119075000,소사본동,126.7990337,37.47482997,700878,17,1639,427,상설장,매일,Y,Y
소사종합시장,경기부천시,경기,부천시,4119075000,소사본동,126.7942341,37.47911546,700878,17,1639,427,상설장,매일,Y,Y
신흥시장,경기부천시,경기,부천시,4119083000,오정동,126.77102,37.51555596,700878,17,1639,427,상설장,매일,Y,Y
역곡남부시장,경기부천시,경기,부천시,4119079500,범안동,126.8115377,37.48252978,700878,17,1639,427,상설장,매일,Y,N
역곡상상시장(역곡북부시장),경기부천시,경기,부천시,4119060600,부천동,126.8118941,37.48757761,700878,17,1639,427,상설장,매일,Y,Y
오정시장,경기부천시,경기,부천시,4119083000,오정동,126.7857048,37.52597405,700878,17,1639,427,상설장,매일,N,N
원미부흥시장,경기부천시,경기,부천시,4119060300,심곡동,126.7899688,37.49219337,700878,17,1639,427,상설장,매일,Y,N
원미종합시장,경기부천시,경기,부천시,4119060600,부천동,126.7901781,37.49368229,700878,17,1639,427,상설장,매일,Y,N
원종종합시장,경기부천시,경기,부천시,4119080000,성곡동,126.805569,37.51971159,700878,17,1639,427,상설장,매일,Y,Y
원종중앙시장,경기부천시,경기,부천시,4119083000,오정동,126.8023169,37.52506508,700878,17,1639,427,상설장,매일,Y,Y
조공시장,경기부천시,경기,부천시,4119079500,범안동,126.8052447,37.48040752,700878,17,1639,427,상설장,매일,N,N
금호행복시장(금호시장),경기성남시,경기,성남시,4113552000,수내1동,127.1162393,37.37666085,398445,15,1411,282,상설장,매일,Y,Y
단대전통시장,경기성남시,경기,성남시,4113353000,금광1동,127.1583278,37.44434033,180706,9,864,209,상설장,매일,Y,Y
돌고래시장,경기성남시,경기,성남시,4113553000,수내2동,127.1221683,37.37153075,398445,15,1411,282,상설장,매일,Y,Y
동신종합시장,경기성남시,경기,성남시,4113553000,수내2동,127.1229661,37.37062313,398445,15,1411,282,상설장,매일,Y,Y
모란종합시장,경기성남시,경기,성남시,4113351000,성남동,127.1288869,37.43033963,180706,9,864,209,상설장,매일,Y,Y
미래그린시장,경기성남시,경기,성남시,4113559000,서현2동,127.1380364,37.37341644,398445,15,1411,282,상설장,매일,Y,Y
미래타운제2종합시장,경기성남시,경기,성남시,4113559000,서현2동,127.1388711,37.37225503,398445,15,1411,282,상설장,매일,Y,Y
분당우성시장,경기성남시,경기,성남시,4113558000,서현1동,127.1323819,37.37818238,398445,15,1411,282,상설장,매일,Y,Y
분당종합시장,경기성남시,경기,성남시,4113554000,수내3동,127.1267485,37.36718028,398445,15,1411,282,상설장,매일,Y,Y
상대원시장,경기성남시,경기,성남시,4113359000,상대원3동,127.1587721,37.4359794,180706,9,864,209,상설장,매일,Y,Y
성남남한산성시장(은행골목시장),경기성남시,경기,성남시,4113356000,은행2동,127.1644337,37.45695509,180706,9,864,209,상설장,매일,N,N
야탑에이스코아시장,경기성남시,경기,성남시,4113563000,야탑2동,127.1259785,37.40950295,398445,15,1411,282,상설장,매일,Y,Y
은행시장,경기성남시,경기,성남시,4113356000,은행2동,127.1644853,37.45758554,180706,9,864,209,상설장,매일,Y,Y
코끼리시장,경기성남시,경기,성남시,4113553000,수내2동,127.1204218,37.37311168,398445,15,1411,282,상설장,매일,Y,Y
코코프라자시장,경기성남시,경기,성남시,4113558000,서현1동,127.124037,37.38585743,398445,15,1411,282,상설장,매일,Y,Y
하대원공설시장,경기성남시,경기,성남시,4113366000,하대원동,127.1420157,37.42756198,180706,9,864,209,상설장,매일,Y,Y
현대시장,경기성남시,경기,성남시,4113156000,태평3동,127.1319785,37.44170136,220559,1,50,4411,상설장,매일,Y,Y
현대시장(분당),경기성남시,경기,성남시,4113558000,서현1동,127.13017,37.37970559,398445,15,1411,282,상설장,매일,Y,Y
현대프라자시장,경기성남시,경기,성남시,4113554000,수내3동,127.1236631,37.36998628,398445,15,1411,282,상설장,매일,Y,Y
모란가축시장,경기성남시,경기,성남시,4113351000,성남동,127.1288869,37.43033963,180706,9,864,209,상설장,매일,N,Y
미금현대벤처빌시장,경기성남시,경기,성남시,4113566500,구미1동,127.1117738,37.3492844,398445,15,1411,282,상설장,매일,Y,Y
범한프라자시장,경기성남시,경기,성남시,4113559000,서현2동,127.1394444,37.3716295,398445,15,1411,282,상설장,매일,Y,Y
청구문화시장,경기성남시,경기,성남시,4113552000,수내1동,127.1162393,37.37666085,398445,15,1411,282,상설장,매일,Y,Y
구매탄시장,경기수원시,경기,수원시,4111751000,매탄1동,127.0419177,37.27260368,301642,1,128,2356,상설장,매일,Y,Y
구천동공구상가,경기수원시,경기,수원시,4111574000,행궁동,127.0173593,37.27212246,181228,12,1943,93,상설장,매일,N,Y
권선종합시장,경기수원시,경기,수원시,4111367000,권선1동,127.0245796,37.25609894,312370,1,109,2865,상설장,매일,Y,Y
남문로데오시장,경기수원시,경기,수원시,4111565000,매교동,127.0155247,37.27463697,181228,12,1943,93,상설장,매일,Y,Y
남문패션1번가시장,경기수원시,경기,수원시,4111574000,행궁동,127.0181079,37.27562604,181228,12,1943,93,상설장,매일,N,N
매산시장,경기수원시,경기,수원시,4111566000,매산동,127.0033544,37.26457142,181228,12,1943,93,상설장,매일,N,N
못골종합시장,경기수원시,경기,수원시,4111570000,지동,127.0207728,37.27602819,181228,12,1943,93,상설장,매일,Y,Y
미나리광시장,경기수원시,경기,수원시,4111570000,지동,127.0196391,37.27727659,181228,12,1943,93,상설장,매일,Y,Y
북수원시장,경기수원시,경기,수원시,4111156000,파장동,126.9921667,37.30702654,234549,5,758,309,상설장,매일,N,Y
시민상가시장,경기수원시,경기,수원시,4111574000,행궁동,127.0179847,37.27668388,181228,12,1943,93,상설장,매일,Y,N
역전시장,경기수원시,경기,수원시,4111566000,매산동,127.0023389,37.26630163,181228,12,1943,93,상설장,매일,Y,Y
연무시장,경기수원시,경기,수원시,4111160000,연무동,127.0259771,37.29396045,234549,5,758,309,상설장,매일,Y,Y
영동시장,경기수원시,경기,수원시,4111574000,행궁동,127.0186603,37.27681569,181228,12,1943,93,상설장,매일,Y,Y
장안문거북시장,경기수원시,경기,수원시,4111158000,영화동,127.0139656,37.29314857,234549,5,758,309,상설장,매일,Y,Y
정자시장,경기수원시,경기,수원시,4111157200,정자2동,127.0008813,37.29069027,234549,5,758,309,상설장,매일,Y,Y
조원시장,경기수원시,경기,수원시,4111159700,조원1동,127.0153385,37.30078361,234549,5,758,309,상설장,매일,Y,N
지동시장,경기수원시,경기,수원시,4111570000,지동,127.0196281,37.27788344,181228,12,1943,93,상설장,매일,Y,Y
팔달문시장,경기수원시,경기,수원시,4111574000,행궁동,127.0178859,37.27685617,181228,12,1943,93,상설장,매일,Y,Y
화서시장,경기수원시,경기,수원시,4111568000,화서1동,127.0020898,37.27857804,181228,12,1943,93,상설장,매일,Y,Y
시흥삼미시장,경기시흥시,경기,시흥시,4139052000,신천동,126.7838201,37.44040747,451801,4,460,982,상설장,매일,Y,Y
정왕시장,경기시흥시,경기,시흥시,4139058900,정왕본동,126.748569,37.34580604,451801,4,460,982,상설장,매일,Y,Y
도일시장,경기시흥시,경기,시흥시,4139058100,군자동,126.7840757,37.339515,451801,4,460,982,상설장+5일장,3일+8일,Y,N
스타프라자전통시장,경기안산시,경기,안산시,4127159000,성포동,126.8447219,37.32081608,309829,6,1067,290,상설장,매일,Y,Y
신안코아,경기안산시,경기,안산시,4127155000,본오2동,126.8645735,37.2950159,309829,6,1067,290,상설장,매일,Y,Y
신안프라자전통시장,경기안산시,경기,안산시,4127155000,본오2동,126.8658209,37.29647466,309829,6,1067,290,상설장,매일,Y,Y
안산시시민시장,경기안산시,경기,안산시,4127357000,초지동,126.8050881,37.32537215,353492,1,218,1621,상설장+5일장,5일+10일,Y,Y
월드프라자,경기안산시,경기,안산시,4127156000,본오3동,126.8664493,37.30055499,309829,6,1067,290,상설장,매일,Y,Y
안성맞춤시장,경기안성시,경기,안성시,4155052000,안성2동,127.2703533,37.00663083,173838,4,406,428,상설장,매일,Y,Y
일죽시장,경기안성시,경기,안성시,4155039000,일죽면,127.4784223,37.09336891,173838,4,406,428,상설장+5일장,1일+6일,Y,Y
죽산시장,경기안성시,경기,안성시,4155040000,죽산면,127.4233891,37.07598807,173838,4,406,428,5일장,5일+10일,Y,Y
중앙시장,경기안성시,경기,안성시,4155052000,안성2동,127.2687958,37.00656174,173838,4,406,428,상설장,매일,Y,Y
박달시장,경기안양시,경기,안양시,4117162100,박달1동,126.9096186,37.40464622,205509,6,1112,184,상설장,매일,Y,Y
석수시장,경기안양시,경기,안양시,4117160000,석수2동,126.9079976,37.4128602,205509,6,1112,184,상설장,매일,Y,Y
안양관양시장,경기안양시,경기,안양시,4117355000,관양1동,126.95931,37.40522465,258379,2,286,903,상설장,매일,Y,N
