사업명,지원연도,시장명,지원금액(단위_백만원),지자체
첫걸음기반조성,2022,장량성도시장,135.0,경북포항시
문화관광형시장,2023,장림골목시장,252.0,부산사하구
첫걸음기반조성,2022,장림골목시장,162.0,부산사하구
첫걸음기반조성,2023,장안문거북시장,130.0,경기수원시
문화관광형시장,2021,적성전통시장,188.0,경기파주시
문화관광형시장,2023,전곡재래시장,210.0,경기연천군
첫걸음기반조성,2020,전북대대학로상점가,140.0,전북전주시
문화관광형시장,2018,전의왕의물시장,860.0,세종세종시
문화관광형시장,2015,모래내시장(전주),1620.0,전북전주시
문화관광형시장,2021,모래내시장(전주),230.0,전북전주시
문화관광형시장,2022,모래내시장(전주),190.0,전북전주시
문화관광형시장,2015,전주신중앙시장(신중앙시장),1560.0,전북전주시
문화관광형시장,2023,전주신중앙시장(신중앙시장),264.0,전북전주시
첫걸음기반조성,2023,전하시장상점가,153.0,울산동구
문화관광형시장,2018,젊음의거리,860.0,울산중구
문화관광형시장,2021,젊음의거리,235.0,울산중구
디지털전통시장,2022,점촌전통시장 (구 신흥시장),75.0,경북문경시
문화관광형시장,2023,정남진장흥토요시장,210.0,전남장흥군
디지털전통시장,2023,정릉시장,92.5,서울성북구
문화관광형시장,2018,정릉시장,860.0,서울성북구
문화관광형시장,2021,정릉시장,225.0,서울성북구
문화관광형시장,2022,정서진중앙시장,276.0,인천서구
문화관광형시장,2014,정서진중앙시장,1520.0,인천서구
문화관광형시장,2019,정서진중앙시장,460.0,인천서구
문화관광형시장,2015,고한구공탄시장(고한시장),1520.0,강원정선군
청년몰활성화,2018,정선아리랑시장,150.0,강원정선군
문화관광형시장,2017,임계사통팔달시장,1540.0,강원정선군
문화관광형시장,2022,정자시장,230.0,경기수원시
청년몰활성화,2022,중앙로상점가,155.0,제주제주시
문화관광형시장,2014,제주중앙지하상가,1520.0,제주제주시
문화관광형시장,2019,제주중앙지하상가,460.0,제주제주시
문화관광형시장,2016,제천중앙시장,1560.0,충북제천시
문화관광형시장,2019,동문전통시장,440.0,충북제천시
첫걸음기반조성,2018,동문전통시장,270.0,충북제천시
문화관광형시장,2021,조대 장미의 거리,276.0,광주동구
문화관광형시장,2022,조대 장미의 거리,270.0,광주동구
첫걸음기반조성,2019,조대 장미의 거리,280.0,광주동구
문화관광형시장,2021,주문진건어물시장,225.0,강원강릉시
첫걸음기반조성,2019,주문진건어물시장,270.0,강원강릉시
문화관광형시장,2018,주안시민지하상가,860.0,인천미추홀구
문화관광형시장,2016,중곡제일전통시장(중곡제일시장),1540.0,서울광진구
디지털전통시장,2022,중곡제일전통시장(중곡제일시장),75.0,서울광진구
디지털전통시장,2023,중랑동부시장(동부골목시장),87.5,서울중랑구
문화관광형시장,2022,중마시장,176.0,전남광양시
문화관광형시장,2021,중마시장,180.0,전남광양시
첫걸음기반조성,2021,중앙길(문화의거리)상가,168.0,울산중구
문화관광형시장,2016,여주한글시장(여주중앙로상점가),1540.0,경기여주시
문화관광형시장,2022,중앙로상점가,184.0,제주제주시
청년몰활성화,2023,중앙로상점가,200.0,제주제주시
문화관광형시장,2016,중앙로상점가,1540.0,제주제주시
청년몰활성화,2020,중앙로상점가,95.0,제주제주시
문화관광형시장,2019,중앙로지하상가,480.0,대전중구
문화관광형시장,2021,중앙로지하상가,300.0,대전중구
문화관광형시장,2022,중앙로지하상가,240.0,대전중구
첫걸음기반조성,2018,중앙로지하상가,270.0,대전중구
청년몰활성화,2018,중앙메가프라자,150.0,대전동구
문화관광형시장,2021,중앙시민전통시장,176.0,강원원주시
문화관광형시장,2022,중앙시민전통시장,160.0,강원원주시
청년몰활성화,2023,중앙시장,180.0,전북익산시
문화관광형시장,2015,서울중앙시장,1540.0,서울중구
문화관광형시장,2015,중앙시장활성화구역,1640.0,대전동구
첫걸음기반조성,2019,중앙신시장,290.0,경북안동시
문화관광형시장,2018,중앙어울림시장,860.0,충북충주시
첫걸음기반조성,2018,안양중앙인정시장,270.0,경기안양시
문화관광형시장,2023,증평장뜰재래시장,210.0,충북증평군
첫걸음기반조성,2022,증평장뜰재래시장,135.0,충북증평군
문화관광형시장,2015,지리산나들이장터,1540.0,전남구례군
문화관광형시장,2016,지리산함양시장,1540.0,경남함양군
첫걸음기반조성,2023,지산유원지,153.0,광주동구
문화관광형시장,2022,직지시장,220.0,충북청주시
디지털전통시장,2022,진보시장,75.0,경북청송군
문화관광형시장,2023,진부전통시장,210.0,강원평창군
문화관광형시장,2022,진안고원시장,176.0,전북진안군
청년몰활성화,2020,진안고원시장,150.0,전북진안군
첫걸음기반조성,2019,진주동성상가,280.0,경남진주시
첫걸음기반조성,2020,자유시장,112.0,경남진주시
청년몰활성화,2018,진주중앙지하도상가 에나몰,150.0,경남진주시
문화관광형시장,2014,운수대통! 생거진천전통시장,1520.0,충북진천군
문화관광형시장,2019,운수대통! 생거진천전통시장,440.0,충북진천군
문화관광형시장,2017,진천중앙시장,1540.0,충북진천군
첫걸음기반조성,2019,진흥종합시장,270.0,인천부평구
문화관광형시장,2018,창동통합상가,860.0,경남창원시
문화관광형시장,2021,창동통합상가,220.0,경남창원시
문화관광형시장,2015,명서시장,1640.0,경남창원시
문화관광형시장,2021,반송시장,230.0,경남창원시
문화관광형시장,2022,반송시장,190.0,경남창원시
문화관광형시장,2017,천안중앙시장(구 남산중앙시장),1540.0,충남천안시
청년몰활성화,2018,명동대흥로상점가,50.0,충남천안시
디지털전통시장,2022,천안중앙시장(구 남산중앙시장),75.0,충남천안시
첫걸음기반조성,2023,청량리종합시장,156.0,서울동대문구
문화관광형시장,2015,청송시장,1560.0,경북청송군
문화관광형시장,2015,북부시장,1560.0,충북청주시
문화관광형시장,2021,청주사창시장,220.0,충북청주시
문화관광형시장,2022,청주사창시장,200.0,충북청주시
문화관광형시장,2019,청천전통시장,440.0,충북괴산군
첫걸음기반조성,2023,청평여울시장,130.0,경기가평군
디지털전통시장,2022,청호시장,75.0,전남목포시
디지털전통시장,2023,초량전통시장,87.5,부산동구
문화관광형시장,2015,초량전통시장,1800.0,부산동구
문화관광형시장,2021,초량전통시장,264.0,부산동구
문화관광형시장,2022,초량전통시장,228.0,부산동구
문화관광형시장,2015,제주칠성로상점가(칠성로상점가),1620.0,제주제주시
디지털전통시장,2023,큰동해시장,92.5,경북포항시
문화관광형시장,2021,큰동해시장,230.0,경북포항시
문화관광형시장,2022,큰동해시장,225.0,경북포항시
문화관광형시장,2023,태안서부시장,220.0,충남태안군
문화관광형시장,2015,태안동부시장(태안특산물전통시장),1560.0,충남태안군
첫걸음기반조성,2023,태평전통시장,156.0,대전중구
문화관광형시장,2023,태화종합시장,264.0,울산중구
첫걸음기반조성,2018,태화종합시장,270.0,울산중구
문화관광형시장,2021,통복시장,200.0,경기평택시
문화관광형시장,2022,통복시장,160.0,경기평택시
첫걸음기반조성,2019,통복시장,300.0,경기평택시
문화관광형시장,2015,통영중앙시장,1680.0,경남통영시
문화관광형시장,2023,통인시장,210.0,서울종로구
첫걸음기반조성,2022,통인시장,135.0,서울종로구
첫걸음기반조성,2018,팔달신시장,270.0,대구북구
문화관광형시장,2022,패션의거리,264.0,광주북구
문화관광형시장,2021,패션의거리,300.0,광주북구
첫걸음기반조성,2019,패션의거리,270.0,광주북구
청년몰활성화,2023,평화시장,180.0,경북김천시
문화관광형시장,2021,부산평화시장,264.0,부산부산진구
디지털전통시장,2022,포방터시장,75.0,서울서대문구
첫걸음기반조성,2020,대해불빛시장,140.0,경북포항시
문화관광형시장,2019,큰동해시장,460.0,경북포항시
첫걸음기반조성,2018,큰동해시장,270.0,경북포항시
문화관광형시장,2017,효자시장,1480.0,경북포항시
첫걸음기반조성,2023,풍기선비골인삼시장,127.5,경북영주시
첫걸음기반조성,2022,풍기인삼홍삼상점가,108.0,경북영주시
문화관광형시장,2016,춘천풍물시장,1540.0,강원춘천시
문화관광형시장,2017,신장전통시장,1520.0,경기하남시
첫걸음기반조성,2023,하단오일상설시장,153.0,부산사하구
문화관광형시장,2015,하동공설시장,1560.0,경남하동군
디지털전통시장,2022,하양공설시장,75.0,경북경산시
디지털전통시장,2023,학성새벽시장,87.5,울산중구
문화관광형시장,2019,여주한글시장(여주중앙로상점가),460.0,경기여주시
문화관광형시장,2021,보령한내시장,180.0,충남보령시
첫걸음기반조성,2020,한대앞역상점가,112.0,경기안산시
문화관광형시장,2015,한림민속오일시장(한림오일시장),1560.0,제주제주시
문화관광형시장,2017,한민시장,1540.0,대전서구
문화관광형시장,2021,한민시장,270.0,대전서구
첫걸음기반조성,2022,합덕전통시장,135.0,충남당진시
첫걸음기반조성,2023,해미시장,127.5,충남서산시
첫걸음기반조성,2020,현대시장,145.0,인천동구
문화관광형시장,2022,현풍백년도깨비시장,176.0,대구달성군
청년몰활성화,2020,현풍백년도깨비시장,150.0,대구달성군
첫걸음기반조성,2021,화개장터,135.0,경남하동군
문화관광형시장,2019,화곡본동시장,440.0,서울강서구
첫걸음기반조성,2018,화곡본동시장,270.0,서울강서구
문화관광형시장,2021,화곡중앙골목시장,220.0,서울강서구
첫걸음기반조성,2019,화곡중앙골목시장,270.0,서울강서구
디지털전통시장,2022,화서시장,75.0,경기수원시
문화관광형시장,2019,화서시장,460.0,경기수원시
문화관광형시장,2015,화순전통시장(화순읍전통시장),1580.0,전남화순군
첫걸음기반조성,2022,화양제일골목시장,135.0,서울광진구
첫걸음기반조성,2020,화원시장,104.0,대구달성군
문화관광형시장,2022,황지자유시장,230.0,강원태백시
문화관광형시장,2021,황지자유시장,180.0,강원태백시
첫걸음기반조성,2019,황지자유시장,280.0,강원태백시
