사업명,지원연도,시장명,지원금액(단위_백만원),지자체,배송서비스,장보기서비스,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만),시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,청년몰점포수,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률,가맹점수,가맹률
문화관광형시장,2014,보령중앙시장,1700.0,충남보령시,0.0,0.0,대천2동,상설장+5일장,117.0,3일+8일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,36.35108759,126.5932002,6.0,518.0,78607.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7919.0,109.0,8.0,0.0,14.0,109.0,8.0,14.0,131.0,,법적단체,104.0,117.0,0.8888888888888888,90.0,76.92307692307693
문화관광형시장,2018,보령중앙시장,860.0,충남보령시,0.0,0.0,대천2동,상설장+5일장,117.0,3일+8일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,36.35108759,126.5932002,6.0,518.0,78607.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7919.0,109.0,8.0,0.0,14.0,109.0,8.0,14.0,131.0,,법적단체,104.0,117.0,0.8888888888888888,90.0,76.92307692307693
문화관광형시장,2015,보은전통시장,1520.0,충북보은군,0.0,0.0,보은읍,상설장+5일장,49.0,1일+6일,"농산물,축산물,기타소매업",Y,Y,36.48430017,127.7201148,5.0,298.0,23041.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,9820.0,44.0,5.0,0.0,0.0,44.0,3.0,0.0,47.0,,법적단체,35.0,49.0,0.7142857142857143,34.0,69.38775510204081
문화관광형시장,2021,보은종합시장,220.0,충북보은군,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11386.0,105.0,7.0,0.0,0.0,105.0,33.0,0.0,138.0,,,,,,,
첫걸음기반조성,2018,보은종합시장,270.0,충북보은군,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11386.0,105.0,7.0,0.0,0.0,105.0,33.0,0.0,138.0,,,,,,,
문화관광형시장,2019,복대가경시장,440.0,충북청주시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3451.0,78.0,6.0,0.0,9.0,78.0,43.0,9.0,130.0,,법적단체,84.0,84.0,1.0,,
첫걸음기반조성,2018,복대가경시장,270.0,충북청주시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3451.0,78.0,6.0,0.0,9.0,78.0,43.0,9.0,130.0,,법적단체,84.0,84.0,1.0,,
문화관광형시장,2022,봉곡민속체험시장,230.0,경남창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,봉곡시장,230.0,경남창원시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,13012.0,137.0,1.0,0.0,13.0,137.0,73.0,13.0,223.0,,,,,,,
문화관광형시장,2019,봉동생강골시장,440.0,전북완주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2017,봉래시장,1540.0,부산영도구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,봉선시장,264.0,광주남구,1.0,1.0,봉선1동,상설장,64.0,매일,"농산물,축산물,수산물,가공식품",Y,Y,35.12905105,126.9100024,2.0,129.0,164770.0,1277.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,3855.0,64.0,0.0,0.0,0.0,64.0,3.0,0.0,67.0,,법적단체,63.0,64.0,0.984375,61.0,95.3125
문화관광형시장,2017,봉선시장,1740.0,광주남구,1.0,1.0,봉선1동,상설장,64.0,매일,"농산물,축산물,수산물,가공식품",Y,Y,35.12905105,126.9100024,2.0,129.0,164770.0,1277.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,3855.0,64.0,0.0,0.0,0.0,64.0,3.0,0.0,67.0,,법적단체,63.0,64.0,0.984375,61.0,95.3125
첫걸음기반조성,2023,봉천제일종합시장,153.0,서울관악구,1.0,1.0,청룡동,상설장,30.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.48124954,126.9444156,14.0,1069.0,486206.0,454.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,95.0,1.0,1.0,2.0,2.0,2430.0,50.0,0.0,0.0,3.0,50.0,6.0,3.0,59.0,,법적단체,25.0,30.0,0.8333333333333334,18.0,60.0
문화관광형시장,2015,봉평시장,1520.0,강원평창시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,봉평전통시장,176.0,강원평창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,봉평전통시장,220.0,강원평창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2022,봉화내성시장(춘양시장),108.0,경북봉화군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2015,봉화춘양시장(춘양시장),1560.0,경북봉화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2023,봉화춘양시장(춘양시장),220.0,경북봉화군,1.0,1.0,춘양면,상설장+5일장,134.0,4일+9일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,36.93636899,128.913044,3.0,408.0,21423.0,52.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12730.0,130.0,10.0,0.0,54.0,130.0,20.0,54.0,204.0,,법적단체,120.0,134.0,0.8955223880597015,64.0,47.76119402985074
문화관광형시장,2023,부곡도깨비시장,210.0,경기의왕시,1.0,1.0,부곡동,상설장,116.0,매일,"축산물,수산물,가공식품,의류/신발",Y,Y,37.31946613,126.9507058,1.0,116.0,125035.0,1077.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,2000.0,117.0,0.0,1.0,2.0,117.0,35.0,2.0,154.0,,법적단체,106.0,116.0,0.913793103448276,75.0,64.65517241379311
첫걸음기반조성,2018,부산남문시장,270.0,부산동구,1.0,1.0,범일2동,상설장,192.0,매일,의류/신발,Y,Y,35.13592461,129.058687,9.0,3677.0,71745.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0,1.0,2.0,1.0,1918.0,170.0,5.0,17.0,0.0,170.0,44.0,0.0,214.0,,법적단체,170.0,192.0,0.8854166666666666,137.0,71.35416666666666
문화관광형시장,2017,부산새벽시장,1540.0,부산사상구,1.0,1.0,감전동,상설장,295.0,매일,"농산물,축산물,수산물,가공식품",Y,Y,35.15414273,128.9824317,18.0,6251.0,183547.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,12590.0,281.0,8.0,4.0,17.0,281.0,600.0,17.0,898.0,,법적단체,281.0,295.0,0.952542372881356,252.0,85.42372881355932
문화관광형시장,2023,부산진시장,276.0,부산동구,1.0,1.0,범일2동,상설장,1070.0,매일,"의류/신발,가정용품,음식점업",Y,Y,35.13642339,129.0588362,9.0,3677.0,71745.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,7498.0,1074.0,23.0,0.0,25.0,1074.0,184.0,25.0,1283.0,,법적단체,1044.0,1070.0,0.9757009345794392,732.0,68.41121495327103
문화관광형시장,2016,부산진시장,1620.0,부산동구,1.0,1.0,범일2동,상설장,1070.0,매일,"의류/신발,가정용품,음식점업",Y,Y,35.13642339,129.0588362,9.0,3677.0,71745.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,7498.0,1074.0,23.0,0.0,25.0,1074.0,184.0,25.0,1283.0,,법적단체,1044.0,1070.0,0.9757009345794392,732.0,68.41121495327103
문화관광형시장,2019,부산진시장,500.0,부산동구,1.0,1.0,범일2동,상설장,1070.0,매일,"의류/신발,가정용품,음식점업",Y,Y,35.13642339,129.0588362,9.0,3677.0,71745.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,7498.0,1074.0,23.0,0.0,25.0,1074.0,184.0,25.0,1283.0,,법적단체,1044.0,1070.0,0.9757009345794392,732.0,68.41121495327103
문화관광형시장,2022,부산평화시장,252.0,부산부산진구,1.0,1.0,범천1동,상설장,900.0,매일,"가공식품,의류/신발,가정용품",Y,Y,35.14169728,129.0606748,26.0,4728.0,283552.0,59.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,3088.0,900.0,5.0,0.0,0.0,900.0,23.0,0.0,923.0,,법적단체,460.0,900.0,0.5111111111111111,370.0,41.11111111111111
문화관광형시장,2022,부산평화시장,251.0,부산부산진구,1.0,1.0,범천1동,상설장,900.0,매일,"가공식품,의류/신발,가정용품",Y,Y,35.14169728,129.0606748,26.0,4728.0,283552.0,59.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,3088.0,900.0,5.0,0.0,0.0,900.0,23.0,0.0,923.0,,법적단체,460.0,900.0,0.5111111111111111,370.0,41.11111111111111
첫걸음기반조성,2018,부산평화시장,270.0,부산부산진구,1.0,1.0,범천1동,상설장,900.0,매일,"가공식품,의류/신발,가정용품",Y,Y,35.14169728,129.0606748,26.0,4728.0,283552.0,59.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,3088.0,900.0,5.0,0.0,0.0,900.0,23.0,0.0,923.0,,법적단체,460.0,900.0,0.5111111111111111,370.0,41.11111111111111
문화관광형시장,2014,부안상설시장,1620.0,전북부안군,0.0,0.0,부안읍,상설장,190.0,매일,"수산물,의류/신발,기타소매업",Y,Y,35.72710128,126.7329521,2.0,220.0,36172.0,164.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,1600.0,188.0,2.0,0.0,20.0,188.0,51.0,20.0,259.0,,법적단체,175.0,190.0,0.9210526315789472,122.0,64.21052631578948
첫걸음기반조성,2019,부전시장,290.0,인천중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,부천상동시장,210.0,경기부천시,1.0,1.0,중동,상설장,132.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49235707,126.7642708,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,1.0,1.0,1.0,2.0,13484.0,133.0,0.0,0.0,22.0,133.0,191.0,22.0,346.0,,법적단체,132.0,132.0,1.0,163.0,123.48484848484848
문화관광형시장,2022,부천상동시장,209.0,경기부천시,1.0,1.0,중동,상설장,132.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49235707,126.7642708,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,1.0,1.0,1.0,2.0,13484.0,133.0,0.0,0.0,22.0,133.0,191.0,22.0,346.0,,법적단체,132.0,132.0,1.0,163.0,123.48484848484848
문화관광형시장,2021,부천상동시장,250.0,경기부천시,1.0,1.0,중동,상설장,132.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49235707,126.7642708,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,1.0,1.0,1.0,2.0,13484.0,133.0,0.0,0.0,22.0,133.0,191.0,22.0,346.0,,법적단체,132.0,132.0,1.0,163.0,123.48484848484848
문화관광형시장,2017,부천자유시장,1540.0,경기부천시,1.0,1.0,대산동,상설장,277.0,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,N,37.4841112,126.7799422,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,15517.0,226.0,2.0,0.0,82.0,226.0,135.0,82.0,443.0,,법적단체,275.0,277.0,0.9927797833935018,195.0,70.3971119133574
디지털전통시장,2023,부천중동시장,92.5,경기부천시,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,103.0,0.0,0.0,17.0,103.0,50.0,0.0,153.0,,,,,,,
문화관광형시장,2019,부천중동시장,460.0,경기부천시,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,103.0,0.0,0.0,17.0,103.0,50.0,0.0,153.0,,,,,,,
문화관광형시장,2021,부천중동시장,220.0,경기부천시,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,103.0,0.0,0.0,17.0,103.0,50.0,0.0,153.0,,,,,,,
문화관광형시장,2022,부천중동시장,250.0,경기부천시,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,103.0,0.0,0.0,17.0,103.0,50.0,0.0,153.0,,,,,,,
첫걸음기반조성,2018,부천중동시장,270.0,경기부천시,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,103.0,0.0,0.0,17.0,103.0,50.0,0.0,153.0,,,,,,,
첫걸음기반조성,2023,부천한신시장,127.5,경기부천시,1.0,1.0,소사본동,상설장,94.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.47482997,126.7990337,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,1.0,1.0,1.0,2.0,5346.0,91.0,2.0,0.0,1.0,91.0,50.0,1.0,142.0,,법적단체,92.0,94.0,0.9787234042553192,81.0,86.17021276595744
문화관광형시장,2019,부평깡시장,460.0,인천부평구,0.0,1.0,부평4동,상설장,150.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49788794,126.726541,6.0,796.0,430116.0,540.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,70.0,1.0,1.0,1.0,2.0,100230.0,120.0,0.0,0.0,60.0,120.0,150.0,60.0,330.0,,법적단체,150.0,150.0,1.0,,
문화관광형시장,2017,부평문화의거리,1460.0,인천부평구,,,부평5동,상설장,210.0,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,37.49408196,126.7250051,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,13921.0,210.0,0.0,0.0,10.0,210.0,250.0,10.0,470.0,,법적단체,210.0,210.0,1.0,,
문화관광형시장,2021,부평문화의거리,264.0,인천부평구,,,부평5동,상설장,210.0,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,37.49408196,126.7250051,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,13921.0,210.0,0.0,0.0,10.0,210.0,250.0,10.0,470.0,,법적단체,210.0,210.0,1.0,,
첫걸음기반조성,2021,부평시장로타리지하상가,168.0,인천부평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,부평종합시장,252.0,인천부평구,1.0,1.0,부평4동,상설장,200.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49649796,126.7266188,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,11655.0,210.0,0.0,0.0,200.0,210.0,500.0,200.0,910.0,,법적단체,200.0,200.0,1.0,245.0,122.5
문화관광형시장,2022,부평종합시장,251.0,인천부평구,1.0,1.0,부평4동,상설장,200.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49649796,126.7266188,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,11655.0,210.0,0.0,0.0,200.0,210.0,500.0,200.0,910.0,,법적단체,200.0,200.0,1.0,245.0,122.5
문화관광형시장,2019,부평종합시장,480.0,인천부평구,1.0,1.0,부평4동,상설장,200.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49649796,126.7266188,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,11655.0,210.0,0.0,0.0,200.0,210.0,500.0,200.0,910.0,,법적단체,200.0,200.0,1.0,245.0,122.5
첫걸음기반조성,2018,부평종합시장,270.0,인천부평구,1.0,1.0,부평4동,상설장,200.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.49649796,126.7266188,6.0,796.0,430116.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,11655.0,210.0,0.0,0.0,200.0,210.0,500.0,200.0,910.0,,법적단체,200.0,200.0,1.0,245.0,122.5
문화관광형시장,2015,부평지하도상가,1580.0,인천부평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2018,북신전통시장,1000.0,경남통영시,1.0,1.0,북신동,상설장,137.0,매일,"농산물,축산물,수산물,기타소매업,근린생활서비스",Y,Y,34.85415526,128.4275309,3.0,657.0,99786.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,2970.0,136.0,0.0,0.0,82.0,136.0,122.0,82.0,340.0,,법적단체,105.0,137.0,0.7664233576642335,123.0,89.78102189781022
문화관광형시장,2014,북평민속시장,1520.0,강원동해시,1.0,1.0,북평동,상설장+5일장,140.0,3일+8일,"농산물,수산물,기타소매업",Y,Y,37.48247246,129.1260277,4.0,705.0,70415.0,99.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,90.0,2.0,1.0,2.0,2.0,148000.0,220.0,48.0,0.0,400.0,220.0,50.0,400.0,670.0,,법적단체,60.0,140.0,0.4285714285714285,,
첫걸음기반조성,2022,사기막골도자기시장,108.0,경기이천시,1.0,1.0,관고동,상설장,56.0,매일,근린생활서비스업,Y,Y,37.29482311,127.4119793,3.0,252.0,176691.0,701.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,70.0,1.0,1.0,2.0,2.0,13661.0,51.0,3.0,0.0,0.0,51.0,0.0,0.0,51.0,,법적단체,53.0,56.0,0.9464285714285714,,
청년몰활성화,2022,사북시장,200.0,강원정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2018,사북시장,860.0,강원정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청년몰활성화,2021,사북시장,120.0,강원정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2022,사직시장,162.0,부산동래구,1.0,1.0,사직1동,상설장,140.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,N,35.20005591,129.0623187,10.0,1213.0,217372.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12999.0,107.0,33.0,0.0,30.0,107.0,0.0,30.0,137.0,,법적단체,10.0,140.0,0.0714285714285714,88.0,62.85714285714285
문화관광형시장,2019,사창시장,440.0,충북청주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2022,사천읍시장,135.0,경남사천시,1.0,1.0,사천읍,상설장,115.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.08405911,128.0890111,7.0,933.0,84594.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,3263.0,106.0,6.0,6.0,20.0,106.0,55.0,20.0,181.0,,법적단체,106.0,115.0,0.9217391304347826,68.0,59.130434782608695
청년몰활성화,2018,산격종합시장,150.0,대구북구,1.0,1.0,산격3동,상설장,300.0,매일,"농산물,수산물,의류/신발,기타소매업",Y,N,35.89863699,128.6103517,21.0,4902.0,367218.0,74.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,2.0,2.0,5760.0,55.0,245.0,0.0,12.0,55.0,6.0,12.0,73.0,10.0,법적단체,95.0,300.0,0.3166666666666666,31.0,10.333333333333334
문화관광형시장,2019,산본시장,460.0,경기군포시,0.0,1.0,산본1동,상설장,203.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.37013243,126.9385002,2.0,259.0,237225.0,915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,2627.0,192.0,10.0,1.0,8.0,192.0,463.0,8.0,663.0,,법적단체,143.0,203.0,0.7044334975369458,,
문화관광형시장,2021,산본시장,184.0,경기군포시,0.0,1.0,산본1동,상설장,203.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.37013243,126.9385002,2.0,259.0,237225.0,915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,2627.0,192.0,10.0,1.0,8.0,192.0,463.0,8.0,663.0,,법적단체,143.0,203.0,0.7044334975369458,,
문화관광형시장,2022,산본시장,180.0,경기군포시,0.0,1.0,산본1동,상설장,203.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.37013243,126.9385002,2.0,259.0,237225.0,915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,2627.0,192.0,10.0,1.0,8.0,192.0,463.0,8.0,663.0,,법적단체,143.0,203.0,0.7044334975369458,,
첫걸음기반조성,2018,산본시장,270.0,경기군포시,0.0,1.0,산본1동,상설장,203.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.37013243,126.9385002,2.0,259.0,237225.0,915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,2627.0,192.0,10.0,1.0,8.0,192.0,463.0,8.0,663.0,,법적단체,143.0,203.0,0.7044334975369458,,
첫걸음기반조성,2019,삼례시장,260.0,강원태백시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청년몰활성화,2020,삼례시장,150.0,전북완주군,1.0,1.0,삼례읍,상설장,60.0,매일,"농산물,가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.91050259,127.0736728,3.0,125.0,70719.0,565.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,2.0,1.0,5195.0,50.0,10.0,0.0,10.0,50.0,0.0,10.0,60.0,9.0,법적단체,60.0,60.0,1.0,67.0,111.66666666666669
문화관광형시장,2018,삼방시장,860.0,경남김해시,1.0,1.0,삼안동,상설장,70.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.2501984,128.9090364,6.0,558.0,472778.0,847.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,1883.0,69.0,1.0,0.0,0.0,69.0,68.0,0.0,137.0,,법적단체,67.0,70.0,0.9571428571428572,,
첫걸음기반조성,2020,삼익패션타운,150.0,서울중구,,,회현동,상설장,1062.0,매일,"의류/신발,가정용품,근린생활서비스",Y,Y,37.56043529,126.9789566,25.0,21486.0,138972.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2438.0,980.0,128.0,0.0,0.0,980.0,76.0,0.0,1056.0,,법적단체,527.0,1062.0,0.4962335216572505,224.0,21.092278719397363
문화관광형시장,2022,삼척중앙시장,230.0,강원삼척시,1.0,1.0,남양동,상설장+5일장,261.0,2일+7일,"농산물,수산물,의류/신발",Y,Y,37.44210346,129.1646216,4.0,373.0,44716.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,11637.0,192.0,51.0,0.0,11.0,192.0,94.0,11.0,297.0,19.0,법적단체,239.0,261.0,0.9157088122605364,146.0,55.938697318007655
청년몰활성화,2022,삼척중앙시장,100.0,강원삼척시,1.0,1.0,남양동,상설장+5일장,261.0,2일+7일,"농산물,수산물,의류/신발",Y,Y,37.44210346,129.1646216,4.0,373.0,44716.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,11637.0,192.0,51.0,0.0,11.0,192.0,94.0,11.0,297.0,19.0,법적단체,239.0,261.0,0.9157088122605364,146.0,55.938697318007655
문화관광형시장,2017,삼척중앙시장,1540.0,강원삼척시,1.0,1.0,남양동,상설장+5일장,261.0,2일+7일,"농산물,수산물,의류/신발",Y,Y,37.44210346,129.1646216,4.0,373.0,44716.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,11637.0,192.0,51.0,0.0,11.0,192.0,94.0,11.0,297.0,19.0,법적단체,239.0,261.0,0.9157088122605364,146.0,55.938697318007655
청년몰활성화,2020,삼척중앙시장,150.0,강원삼척시,1.0,1.0,남양동,상설장+5일장,261.0,2일+7일,"농산물,수산물,의류/신발",Y,Y,37.44210346,129.1646216,4.0,373.0,44716.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,11637.0,192.0,51.0,0.0,11.0,192.0,94.0,11.0,297.0,19.0,법적단체,239.0,261.0,0.9157088122605364,146.0,55.938697318007655
첫걸음기반조성,2023,상계중앙시장,153.0,서울노원구,1.0,1.0,상계2동,상설장,64.0,매일,"축산물,농산물,가공식품",N,N,37.65904916,127.0702768,2.0,170.0,429221.0,2524.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,1.0,1.0,9735.0,62.0,2.0,0.0,9.0,62.0,34.0,10.0,106.0,,법적단체,62.0,64.0,0.96875,66.0,103.125
문화관광형시장,2014,상남시장,1560.0,경남창원시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,24036.0,588.0,0.0,0.0,180.0,588.0,300.0,180.0,1068.0,,법적단체,300.0,588.0,0.5102040816326531,,
첫걸음기반조성,2019,상동시장,280.0,충남천안시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2023,상주중앙시장,220.0,경북상주시,1.0,1.0,남원동,상설장+5일장,184.0,2일+7일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,36.41319406,128.1608304,6.0,508.0,71373.0,140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,11204.0,143.0,36.0,5.0,5.0,143.0,6.0,5.0,154.0,,법적단체,141.0,184.0,0.7663043478260869,92.0,50.0
